sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,X14,X15,X16,X17,LDMC,alias,USDA_symbol,date
NA,non_plot,BOIN,4,2,NA,NA,0.01598,NA,0.0028,NA,4/22/17,no petiole,NA,NA,NA,NA,0.17521902377972465,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,4,3,NA,NA,0.02044,NA,0.0031,NA,4/22/17,no petiole,NA,NA,NA,NA,0.15166340508806261,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,5,1,NA,NA,0.02788,NA,0.00461,NA,4/22/17,NAx54x30,no petiole,NA,NA,NA,0.16535150645624105,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,5,2,NA,NA,0.02429,NA,0.00404,NA,4/22/17,no petiole,NA,NA,NA,NA,0.16632358995471389,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,5,3,NA,NA,0.02678,NA,0.00464,NA,4/22/17,no petiole,NA,NA,NA,NA,0.17326362957430919,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,6,1,NA,NA,0.05008,NA,0.00766,NA,4/22/17,NAx40x32,no petiole,NA,NA,NA,0.1529552715654952,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,6,2,NA,NA,0.06724,NA,0.00956,NA,4/22/17,no petiole,NA,NA,NA,NA,0.1421772754312909,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,6,3,NA,NA,0.01739,NA,0.00334,NA,4/22/17,no petiole,NA,NA,NA,NA,0.1920644048303623,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,7,1,NA,NA,0.04567,NA,0.00574,NA,4/22/17,NAx62x23,no petiole,NA,NA,NA,0.1256842566236041,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,7,2,NA,NA,0.04314,NA,0.0055,NA,4/22/17,no petiole,NA,NA,NA,NA,0.12749188687992583,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,7,3,NA,NA,0.05092,NA,0.00654,NA,4/22/17,no petiole,NA,NA,NA,NA,0.12843676355066772,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,8,1,NA,NA,0.04593,NA,0.00629,NA,4/22/17,NAx66x19,no petiole,NA,NA,NA,0.13694752884824732,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,8,2,NA,NA,0.03301,NA,0.00447,NA,4/22/17,no petiole,NA,NA,NA,NA,0.13541351105725538,BOIN,BOIN3,2017-04-22
NA,non_plot,BOIN,8,3,NA,NA,0.05531,NA,0.00765,NA,4/22/17,no petiole,NA,NA,NA,NA,0.13831133610558669,BOIN,BOIN3,2017-04-22
NA,non_plot,BRDI,1,1,NA,NA,0.16834,NA,0.0413,NA,4/21/17,63x19x8,NA,NA,NA,NA,0.245336818343828,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,1,2,NA,NA,0.19491,NA,0.0469,NA,4/21/17,NA,NA,NA,NA,NA,0.24062387768713764,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,1,3,NA,NA,0.12168,NA,0.0335,NA,4/21/17,NA,NA,NA,NA,NA,0.2753122945430638,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,2,1,NA,NA,0.15217,NA,0.041,NA,4/21/17,62x12x12,NA,NA,NA,NA,0.2694354997699941,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,2,2,NA,NA,0.09376,NA,0.0226,NA,4/21/17,NA,NA,NA,NA,NA,0.24104095563139932,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,2,3,NA,NA,0.07821,NA,0.0177,NA,4/21/17,NA,NA,NA,NA,NA,0.22631377061756808,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,3,1,NA,NA,0.25901,NA,0.0716,NA,4/21/17,69x30x24,NA,NA,NA,NA,0.2764372031967877,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,3,2,NA,NA,0.21201,NA,0.052,NA,4/21/17,NA,NA,NA,NA,NA,0.24527144945993112,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,3,3,NA,NA,0.15428,NA,0.0354,NA,4/21/17,NA,NA,NA,NA,NA,0.22945294270158154,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,4,1,NA,NA,0.07241,NA,0.0197,NA,4/21/17,53x30x15,NA,NA,NA,NA,0.27206186990747133,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,4,2,NA,NA,0.16845,NA,0.0463,NA,4/21/17,NA,NA,NA,NA,NA,0.2748590086078955,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,4,3,NA,NA,0.08827,NA,0.0254,NA,4/21/17,NA,NA,NA,NA,NA,0.28775348362977227,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,5,1,NA,NA,0.18132,NA,0.0481,NA,4/21/17,68x36x15,NA,NA,NA,NA,0.2652768585925435,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,5,2,NA,NA,0.15184,NA,0.0422,NA,4/21/17,NA,NA,NA,NA,NA,0.2779241306638567,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,5,3,NA,NA,0.17562,NA,0.0424,NA,4/21/17,NA,NA,NA,NA,NA,0.24143036100671905,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,6,1,NA,NA,0.11151,NA,0.0366,NA,4/21/17,61x20x6,NA,NA,NA,NA,0.3282216841538875,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,6,2,NA,NA,0.06932,NA,0.0192,NA,4/21/17,NA,NA,NA,NA,NA,0.2769763416041546,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,6,3,NA,NA,0.18716,NA,0.0558,NA,4/21/17,NA,NA,NA,NA,NA,0.29814062833938876,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,7,1,NA,NA,0.15406,NA,0.0367,NA,4/21/17,73x38x15,scan all leaves in two parts,NA,NA,NA,0.23821887576268988,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,7,2,NA,NA,0.18555,NA,0.0576,NA,4/21/17,NA,NA,NA,NA,NA,0.3104284559417947,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,7,3,NA,NA,0.29512,NA,0.0784,NA,4/21/17,NA,NA,NA,NA,NA,0.2656546489563567,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,8,1,NA,NA,0.15021,NA,0.0445,NA,4/21/17,79x37x18,NA,NA,NA,NA,0.2962519139870847,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,8,2,NA,NA,0.23224,NA,0.0681,NA,4/21/17,NA,NA,NA,NA,NA,0.2932311401997933,BRDI,BRDI3,2017-04-21
NA,non_plot,BRDI,8,3,NA,NA,0.14477,NA,0.0491,NA,4/21/17,NA,NA,NA,NA,NA,0.3391586654693652,BRDI,BRDI3,2017-04-21
NA,non_plot,DICA,1,1,NA,NA,NA,NA,0.1639,NA,NA,NA,NA,NA,NA,NA,NA,DICA,DICA14,NA
NA,non_plot,DICA,1,2,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA,DICA,DICA14,NA
NA,non_plot,DICA,2,1,NA,NA,NA,NA,0.1563,NA,NA,NA,NA,NA,NA,NA,NA,DICA,DICA14,NA
NA,non_plot,DICA,3,1,NA,NA,NA,NA,0.1438,NA,NA,NA,NA,NA,NA,NA,NA,DICA,DICA14,NA
NA,non_plot,ERMO,1,1,NA,NA,0.18082,NA,0.0408,NA,4/21/17,no petiole,NA,NA,NA,NA,0.22563875677469308,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,1,2,NA,NA,0.15422,NA,0.0365,NA,4/21/17,no petiole,NA,NA,NA,NA,0.23667488004149914,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,1,3,NA,NA,0.24309,NA,0.0598,NA,4/21/17,no petiole,NA,NA,NA,NA,0.24599942408161585,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,2,1,NA,NA,0.26788,NA,0.0643,NA,4/21/17,no petiole,NA,NA,NA,NA,0.24003285053008808,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,2,2,NA,NA,0.25373,NA,0.0672,NA,4/21/17,no petiole,NA,NA,NA,NA,0.26484846096244036,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,2,3,NA,NA,0.15553,NA,0.0414,NA,4/21/17,no petiole,NA,NA,NA,NA,0.26618658779656656,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,3,1,NA,NA,0.10023,NA,0.0203,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2025341714057667,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,3,2,NA,NA,0.13491,NA,0.0279,NA,4/21/17,no petiole,NA,NA,NA,NA,0.20680453635757173,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,3,3,NA,NA,0.09776,NA,0.022,NA,4/21/17,no petiole,NA,NA,NA,NA,0.22504091653027822,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,4,1,NA,NA,0.15055,NA,0.0344,NA,4/21/17,no petiole,NA,NA,NA,NA,0.22849551643972105,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,4,2,NA,NA,0.10246,NA,0.0242,NA,4/21/17,no petiole,NA,NA,NA,NA,0.23618973257856726,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,4,3,NA,NA,0.04431,NA,0.0121,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2730760550665764,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,5,1,NA,NA,0.14841,NA,0.0337,NA,4/21/17,no petiole,NA,NA,NA,NA,0.22707364732834717,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,5,2,NA,NA,0.06926,NA,0.0149,NA,4/21/17,no petiole,NA,NA,NA,NA,0.21513138896910192,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,5,3,NA,NA,0.11543,NA,0.0414,NA,4/21/17,no petiole,NA,NA,NA,NA,0.3586589274885212,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,6,1,NA,NA,0.19853,NA,0.0455,NA,4/21/17,no petiole,NA,NA,NA,NA,0.22918450611998184,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,6,2,NA,NA,0.09399,NA,0.0212,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2255559102032131,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,6,3,NA,NA,0.08176,NA,0.0188,NA,4/21/17,no petiole,NA,NA,NA,NA,0.22994129158512722,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,7,1,NA,NA,0.06284,NA,0.015,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2387014640356461,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,7,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,7,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,8,1,NA,NA,0.08289,NA,0.0225,NA,4/21/17,no petiole,NA,NA,NA,NA,0.27144408251900104,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,8,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,ERMO,ERMO7,2017-04-21
NA,non_plot,ERMO,8,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,ERMO,ERMO7,2017-04-21
NA,non_plot,GAAP,1,1,NA,NA,0.04121,NA,0.0049,NA,4/22/17,NAx71x34,NA,NA,NA,NA,0.11890317884008736,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,1,2,NA,NA,0.01636,NA,0.0025,NA,4/22/17,NA,NA,NA,NA,NA,0.1528117359413203,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,1,3,NA,NA,0.02277,NA,0.0032,NA,4/22/17,NA,NA,NA,NA,NA,0.14053579270970576,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,2,1,NA,NA,0.05021,NA,0.0074,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx69x12,NA,NA,NA,NA,0.1473809998008365,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,2,2,NA,NA,0.03907,NA,0.0063,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.16124904018428463,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,2,3,NA,NA,0.02342,NA,0.0038,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.16225448334756618,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,3,1,NA,NA,0.02942,NA,0.0039,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx43x7,NA,NA,NA,NA,0.13256288239292996,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,3,2,NA,NA,0.03395,NA,0.0053,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.1561119293078056,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,3,3,NA,NA,0.02326,NA,0.0035,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.15047291487532244,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,4,1,NA,NA,0.02914,NA,0.0049,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx39x8,NA,NA,NA,NA,0.16815374056280027,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,4,2,NA,NA,0.02085,NA,0.0036,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.1726618705035971,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,4,3,NA,NA,0.00938,NA,0.0018,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.19189765458422176,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,5,1,NA,NA,0.02331,NA,0.0036,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx23x5,NA,NA,NA,NA,0.15444015444015444,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,5,2,NA,NA,0.02023,NA,0.0025,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.12357884330202669,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,5,3,NA,NA,0.01387,NA,0.0011,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.07930785868781544,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,6,1,NA,NA,0.03453,NA,0.0057,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx21x5,NA,NA,NA,NA,0.16507384882710688,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,6,2,NA,NA,0.03612,NA,0.0057,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.15780730897009967,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,6,3,NA,NA,0.01673,NA,0.003,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.17931858936043038,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,7,1,NA,NA,NA,NA,NA,NA,4/22/17,NA,NA,NA,NA,NA,NA,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,7,2,NA,NA,NA,NA,NA,NA,4/22/17,NA,NA,NA,NA,NA,NA,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,7,3,NA,NA,NA,NA,NA,NA,4/22/17,NA,NA,NA,NA,NA,NA,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,8,1,NA,NA,0.01705,NA,0.003,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx18x5,plant a bit wilted,NA,NA,NA,0.17595307917888564,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,8,2,NA,NA,0.01208,NA,0.0019,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.15728476821192053,GAAP,GAAP2,2017-04-22
NA,non_plot,GAAP,8,3,NA,NA,0.00627,NA,8e-4,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch.,NA,NA,NA,NA,0.12759170653907495,GAAP,GAAP2,2017-04-22
NA,non_plot,LOST,1,1,NA,NA,0.00607,NA,0.0013,NA,4/21/17,no petiole,NA,NA,NA,NA,0.214168039538715,LOST,LOST,2017-04-21
NA,non_plot,LOST,1,2,NA,NA,0.00495,NA,0.0017,NA,4/21/17,no petiole,NA,NA,NA,NA,0.34343434343434337,LOST,LOST,2017-04-21
NA,non_plot,LOST,1,3,NA,NA,0.00588,NA,0.0017,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2891156462585034,LOST,LOST,2017-04-21
NA,non_plot,LOST,2,1,NA,NA,0.00407,NA,0.0014,NA,4/21/17,no petiole,NA,NA,NA,NA,0.343980343980344,LOST,LOST,2017-04-21
NA,non_plot,LOST,2,2,NA,NA,0.00464,NA,6e-4,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1293103448275862,LOST,LOST,2017-04-21
NA,non_plot,LOST,2,3,NA,NA,0.00371,NA,5e-4,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1347708894878706,LOST,LOST,2017-04-21
NA,non_plot,LOST,3,1,NA,NA,0.00393,NA,0.0016,NA,4/21/17,no petiole,NA,NA,NA,NA,0.4071246819338422,LOST,LOST,2017-04-21
NA,non_plot,LOST,3,2,NA,NA,0.0037200000000000002,NA,0.0017,NA,4/21/17,no petiole,NA,NA,NA,NA,0.4569892473118279,LOST,LOST,2017-04-21
NA,non_plot,LOST,3,3,NA,NA,0.00316,NA,0.0016,NA,4/21/17,no petiole,NA,NA,NA,NA,0.5063291139240507,LOST,LOST,2017-04-21
NA,non_plot,LOST,4,1,NA,NA,0.00511,NA,0.0017,NA,4/21/17,no petiole,NA,NA,NA,NA,0.33268101761252444,LOST,LOST,2017-04-21
NA,non_plot,LOST,4,2,NA,NA,0.00347,NA,7e-4,NA,4/21/17,no petiole,NA,NA,NA,NA,0.20172910662824206,LOST,LOST,2017-04-21
NA,non_plot,LOST,4,3,NA,NA,0.00521,NA,0.0014,NA,4/21/17,no petiole,NA,NA,NA,NA,0.26871401151631474,LOST,LOST,2017-04-21
NA,non_plot,LOST,5,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,5,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,5,NA,NA,NA,0.02814,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,6,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,6,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,6,NA,NA,NA,0.02238,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,7,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,7,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,7,NA,NA,NA,0.04601,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,8,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,8,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LOST,8,NA,NA,NA,0.02022,NA,NA,NA,4/21/17,no petiole,NA,NA,NA,NA,NA,LOST,LOST,2017-04-21
NA,non_plot,LUBI,1,1,NA,NA,0.05577,NA,0.0099,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1775147928994083,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,1,2,NA,NA,0.04558,NA,0.009,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1974550241333918,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,1,3,NA,NA,0.07005,NA,0.0123,NA,4/21/17,no petiole,NA,NA,NA,NA,0.17558886509635974,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,2,1,NA,NA,0.02725,NA,0.0059,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2165137614678899,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,2,2,NA,NA,0.03049,NA,0.0059,NA,4/21/17,no petiole,NA,NA,NA,NA,0.19350606756313546,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,2,3,NA,NA,0.05565,NA,0.0106,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1904761904761905,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,3,1,NA,NA,0.07274,NA,0.0151,NA,4/21/17,no petiole,NA,NA,NA,NA,0.20758867198240308,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,3,2,NA,NA,0.07299,NA,0.0147,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2013974517057131,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,3,3,NA,NA,0.03944,NA,0.0084,NA,4/21/17,no petiole,NA,NA,NA,NA,0.21298174442190668,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,4,1,NA,NA,0.05033,NA,0.0098,NA,4/21/17,no petiole,NA,NA,NA,NA,0.19471488178025034,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,4,2,NA,NA,0.0472,NA,0.0084,NA,4/21/17,no petiole,NA,NA,NA,NA,0.17796610169491525,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,4,3,NA,NA,0.02218,NA,0.0045,NA,4/21/17,no petiole,NA,NA,NA,NA,0.20288548241659152,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,5,1,NA,NA,0.04921,NA,0.0099,NA,4/21/17,no petiole,NA,NA,NA,NA,0.20117862223125385,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,5,2,NA,NA,0.04671,NA,0.0106,NA,4/21/17,no petiole,NA,NA,NA,NA,0.2269321344465853,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,5,3,NA,NA,0.02952,NA,0.0064,NA,4/21/17,no petiole,NA,NA,NA,NA,0.21680216802168023,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,6,1,NA,NA,0.07527,NA,0.0139,NA,4/21/17,no petiole,NA,NA,NA,NA,0.18466852663743855,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,6,2,NA,NA,0.0458,NA,0.009,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1965065502183406,LUBI,LUBI,2017-04-21
NA,non_plot,LUBI,6,3,NA,NA,0.06126,NA,0.0114,NA,4/21/17,no petiole,NA,NA,NA,NA,0.1860920666013712,LUBI,LUBI,2017-04-21
NA,non_plot,TOAR,1,1,NA,NA,0.14691,NA,0.0399,NA,4/22/17,"45x23x8; no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.2715948539922401,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,1,2,NA,NA,0.06383,NA,0.0179,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.28043239855867147,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,1,3,NA,NA,0.04211,NA,0.0116,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.27546900973640465,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,2,1,NA,NA,0.15655,NA,0.0384,NA,4/22/17,"46x21x11; no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.2452890450335356,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,2,2,NA,NA,0.07123,NA,0.0189,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.26533763863540644,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,2,3,NA,NA,0.1151,NA,0.0314,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.2728062554300608,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,3,1,NA,NA,0.25502,NA,0.0655,NA,4/22/17,"44x34x30; no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.25684260058034664,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,3,2,NA,NA,0.15757,NA,0.0448,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.28431808085295424,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,3,3,NA,NA,0.35368,NA,0.0957,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",NA,NA,NA,NA,0.27058357837593305,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,4,1,NA,NA,0.18126,NA,0.0389,NA,4/22/17,"48x28x7; no petiole, no leaflet compounds",NA,NA,NA,NA,0.2146088491669425,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,4,2,NA,NA,0.07855,NA,0.0242,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.30808402291534054,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,4,3,NA,NA,0.11995,NA,0.0347,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.28928720300125055,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,5,1,NA,NA,0.22933,NA,0.0518,NA,4/22/17,"41x30x20;no petiole, no leaflet compounds",NA,NA,NA,NA,0.22587537609558278,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,5,2,NA,NA,0.20377,NA,0.0449,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.22034646905825195,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,5,3,NA,NA,0.11744,NA,0.0287,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.2443801089918256,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,6,1,NA,NA,0.14188,NA,0.0343,NA,4/22/17,"46x24x14; no petiole, no leaflet compounds",NA,NA,NA,NA,0.24175359458697487,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,6,2,NA,NA,0.16871,NA,0.0404,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.23946416928457115,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,6,3,NA,NA,0.09965,NA,0.0264,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.2649272453587556,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,7,1,NA,NA,0.20614,NA,0.053900000000000003,NA,4/22/17,"62x32x25; no petiole, no leaflet compounds",NA,NA,NA,NA,0.26147278548559233,TOAR,TOAR,2017-04-22
