sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,X14,X15,X16,X17,LDMC,alias,USDA_symbol,date
419,non_plot,vipe,1,2,9.1,2.8,0.17072,NA,0.0284,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16635426429240863,VIPE,VIPE3,2017-04-06
420,non_plot,vipe,1,3,5.6,2.1,0.08242,NA,0.0148,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17956806600339725,VIPE,VIPE3,2017-04-06
421,non_plot,vipe,2,1,8.5,3.6,0.22392,NA,0.0403,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17997499106823867,VIPE,VIPE3,2017-04-06
422,non_plot,vipe,2,2,8.3,2.7,0.1707,NA,0.0307,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17984768599882836,VIPE,VIPE3,2017-04-06
423,non_plot,vipe,2,3,7.4,2.7,0.17175,NA,0.0324,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18864628820960697,VIPE,VIPE3,2017-04-06
424,non_plot,vipe,3,1,7.2,2,0.05848,NA,0.0099,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1692886456908345,VIPE,VIPE3,2017-04-06
425,non_plot,vipe,3,2,9,3.5,0.21975,NA,0.0409,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18612059158134242,VIPE,VIPE3,2017-04-06
426,non_plot,vipe,3,3,7.5,3.2,0.16947,NA,0.0313,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18469345606892076,VIPE,VIPE3,2017-04-06
427,non_plot,vipe,4,1,6.6,2,0.06565,NA,0.0103,NA,6-Apr-17,leaf area two separate scans,NA,NA,NA,NA,0.1568926123381569,VIPE,VIPE3,2017-04-06
428,non_plot,vipe,4,2,7.5,2.7,0.1181,NA,0.0207,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17527519051651144,VIPE,VIPE3,2017-04-06
429,non_plot,vipe,4,3,7.1,2.6,0.1146,NA,0.022,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19197207678883071,VIPE,VIPE3,2017-04-06
430,non_plot,vipe,5,1,5.5,2.1,0.05884,NA,0.0101,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17165193745751187,VIPE,VIPE3,2017-04-06
431,non_plot,vipe,5,2,7.3,2.6,0.07706,NA,0.0135,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17518816506618218,VIPE,VIPE3,2017-04-06
432,non_plot,vipe,5,3,7.5,2.3,0.08301,NA,0.016,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19274786170340924,VIPE,VIPE3,2017-04-06
433,non_plot,vipe,6,1,6.8,2.5,0.10988,NA,0.0198,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18019657808518386,VIPE,VIPE3,2017-04-06
434,non_plot,vipe,6,2,4.8,2.9,0.0527,NA,0.0111,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2106261859582543,VIPE,VIPE3,2017-04-06
435,non_plot,vipe,6,3,6.5,2.5,0.09786,NA,0.019,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1941549151849581,VIPE,VIPE3,2017-04-06
436,non_plot,vipe,7,1,6,1.5,0.07451,NA,0.0091,NA,6-Apr-17,NA,NA,NA,NA,NA,0.12213125754932223,VIPE,VIPE3,2017-04-06
437,non_plot,vipe,7,2,6,1.7,0.05322,NA,0.0072,NA,6-Apr-17,NA,NA,NA,NA,NA,0.13528748590755355,VIPE,VIPE3,2017-04-06
438,non_plot,vipe,7,3,7.2,1.9,0.09092,NA,0.0119,NA,6-Apr-17,NA,NA,NA,NA,NA,0.13088429388473383,VIPE,VIPE3,2017-04-06
439,non_plot,vipe,8,1,8,2.7,0.11956,NA,0.0202,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16895282703245232,VIPE,VIPE3,2017-04-06
440,non_plot,vipe,8,2,9.5,3.4,0.1847,NA,0.0343,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1857065511640498,VIPE,VIPE3,2017-04-06
441,non_plot,vipe,8,3,7.8,2.8,0.14054,NA,0.0267,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1899814999288459,VIPE,VIPE3,2017-04-06
442,non_plot,ermo,1,1,6.9,3.5,0.2045,NA,0.0308,NA,6-Apr-17,Ermo == Erodium moschatum,NA,NA,NA,NA,0.1506112469437653,ERMO,ERMO7,2017-04-06
443,non_plot,ermo,1,2,4.2,2.6,0.08459,NA,0.0121,NA,6-Apr-17,NA,NA,NA,NA,NA,0.14304291287386214,ERMO,ERMO7,2017-04-06
444,non_plot,ermo,1,3,8.1,2.5,0.14891,NA,0.0197,NA,6-Apr-17,NA,NA,NA,NA,NA,0.13229467463568598,ERMO,ERMO7,2017-04-06
445,non_plot,ermo,2,1,10.5,3,0.36571,NA,0.0422,NA,6-Apr-17,NA,NA,NA,NA,NA,0.11539197724973341,ERMO,ERMO7,2017-04-06
446,non_plot,ermo,2,2,7.5,2,0.1697,NA,0.0208,NA,6-Apr-17,NA,NA,NA,NA,NA,0.12256923983500295,ERMO,ERMO7,2017-04-06
447,non_plot,ermo,2,3,9.9,2.6,0.21966,NA,0.0277,NA,6-Apr-17,NA,NA,NA,NA,NA,0.12610397887644542,ERMO,ERMO7,2017-04-06
448,non_plot,ermo,3,1,8.5,2.5,0.11491,NA,0.0147,NA,6-Apr-17,NA,NA,NA,NA,NA,0.12792620311548167,ERMO,ERMO7,2017-04-06
449,non_plot,ermo,3,2,8.6,2.6,0.1519,NA,0.022,NA,6-Apr-17,NA,NA,NA,NA,NA,0.14483212639894666,ERMO,ERMO7,2017-04-06
450,non_plot,ermo,3,3,8.1,1.6,0.08111,NA,0.011,NA,6-Apr-17,NA,NA,NA,NA,NA,0.135618296141043,ERMO,ERMO7,2017-04-06
451,non_plot,ermo,4,1,9,3.6,0.19758,NA,0.0243,NA,6-Apr-17,NA,NA,NA,NA,NA,0.12298815669602185,ERMO,ERMO7,2017-04-06
452,non_plot,ermo,4,2,10,3.4,0.2645,NA,0.0333,NA,6-Apr-17,NA,NA,NA,NA,NA,0.12589792060491495,ERMO,ERMO7,2017-04-06
453,non_plot,ermo,4,3,7.3,3,0.18893,NA,0.0249,NA,6-Apr-17,NA,NA,NA,NA,NA,0.13179484465145822,ERMO,ERMO7,2017-04-06
454,non_plot,ermo,5,1,6.5,2.2,0.12055,NA,0.0194,NA,6-Apr-17,NA,NA,NA,NA,NA,0.160929075072584,ERMO,ERMO7,2017-04-06
455,non_plot,ermo,5,2,7.1,1.1,0.07007,NA,0.0107,NA,6-Apr-17,NA,NA,NA,NA,NA,0.15270443841872414,ERMO,ERMO7,2017-04-06
456,non_plot,ermo,5,3,3.6,2.7,0.06625,NA,0.0114,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1720754716981132,ERMO,ERMO7,2017-04-06
457,non_plot,ermo,6,1,8.7,3.5,0.2223,NA,0.0355,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1596941070625281,ERMO,ERMO7,2017-04-06
458,non_plot,ermo,6,2,8.7,2,0.1476,NA,0.0241,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1632791327913279,ERMO,ERMO7,2017-04-06
459,non_plot,ermo,6,3,3,2,0.05197,NA,0.012,NA,6-Apr-17,NA,NA,NA,NA,NA,0.23090244371752933,ERMO,ERMO7,2017-04-06
460,non_plot,ermo,7,1,10.1,2,0.15558,NA,0.025,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16068903458028025,ERMO,ERMO7,2017-04-06
461,non_plot,ermo,7,2,7.1,1.7,0.0786,NA,0.0134,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17048346055979643,ERMO,ERMO7,2017-04-06
462,non_plot,ermo,7,3,6.5,1.8,0.08027,NA,0.0143,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17814874797558242,ERMO,ERMO7,2017-04-06
463,non_plot,ermo,8,1,7.5,2.2,0.10767,NA,0.0197,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18296647162626542,ERMO,ERMO7,2017-04-06
464,non_plot,ermo,8,2,7.6,2.1,0.08406,NA,0.0131,NA,6-Apr-17,NA,NA,NA,NA,NA,0.15584106590530575,ERMO,ERMO7,2017-04-06
465,non_plot,ermo,8,3,7.3,2.4,0.08211,NA,0.0139,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16928510534648641,ERMO,ERMO7,2017-04-06
466,non_plot,vulpia_myuros,4,1,9.5,0.2,0.02383,NA,0.0058,NA,6-Apr-17,leaves curl when scanning leaf area total - double scanned area to calc. total area,NA,NA,NA,NA,0.24339068401174987,VULPIA_MYUROS,FEMY2,2017-04-06
467,non_plot,vulpia_myuros,4,2,9.1,0.2,0.02441,NA,0.005,NA,6-Apr-17,NA,NA,NA,NA,NA,0.20483408439164277,VULPIA_MYUROS,FEMY2,2017-04-06
468,non_plot,vulpia_myuros,4,3,8.2,0.2,0.02298,NA,0.005,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2175805047867711,VULPIA_MYUROS,FEMY2,2017-04-06
469,non_plot,vulpia_myuros,5,1,7.4,0.3,0.0191,NA,0.0031,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16230366492146597,VULPIA_MYUROS,FEMY2,2017-04-06
470,non_plot,vulpia_myuros,5,2,8.1,0.3,0.01903,NA,0.004,NA,6-Apr-17,NA,NA,NA,NA,NA,0.21019442984760905,VULPIA_MYUROS,FEMY2,2017-04-06
471,non_plot,vulpia_myuros,5,3,8,0.3,0.01668,NA,0.0036,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2158273381294964,VULPIA_MYUROS,FEMY2,2017-04-06
472,non_plot,vulpia_myuros,6,1,2.5,0.2,0.00355,NA,NA,NA,6-Apr-17,NA,NA,NA,NA,NA,NA,VULPIA_MYUROS,FEMY2,2017-04-06
473,non_plot,vulpia_myuros,6,2,4.5,0.2,0.00916,NA,0.0028,NA,6-Apr-17,NA,NA,NA,NA,NA,0.3056768558951965,VULPIA_MYUROS,FEMY2,2017-04-06
474,non_plot,vulpia_myuros,6,3,3.2,0.2,0.0043,NA,NA,NA,6-Apr-17,NA,NA,NA,NA,NA,NA,VULPIA_MYUROS,FEMY2,2017-04-06
475,non_plot,vulpia_myuros,7,1,10.5,0.3,0.0405,NA,0.0096,NA,6-Apr-17,leaf area of only half the plant,NA,NA,NA,NA,0.23703703703703702,VULPIA_MYUROS,FEMY2,2017-04-06
476,non_plot,vulpia_myuros,7,2,14.4,0.3,0.06208,NA,0.0143,NA,6-Apr-17,NA,NA,NA,NA,NA,0.23034793814432988,VULPIA_MYUROS,FEMY2,2017-04-06
477,non_plot,vulpia_myuros,7,3,10.9,0.3,0.04094,NA,0.0092,NA,6-Apr-17,NA,NA,NA,NA,NA,0.22471910112359553,VULPIA_MYUROS,FEMY2,2017-04-06
478,non_plot,vulpia_myuros,8,1,7.8,0.3,0.02218,NA,0.0052,NA,6-Apr-17,NA,NA,NA,NA,NA,0.23444544634806133,VULPIA_MYUROS,FEMY2,2017-04-06
479,non_plot,vulpia_myuros,8,2,8,0.3,0.02134,NA,0.0056,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2624179943767572,VULPIA_MYUROS,FEMY2,2017-04-06
480,non_plot,vulpia_myuros,8,3,7.1,0.2,0.01903,NA,0.0058,NA,6-Apr-17,NA,NA,NA,NA,NA,0.3047819232790331,VULPIA_MYUROS,FEMY2,2017-04-06
481,non_plot,brho,1,1,9.1,0.4,0.04384,NA,0.0095,NA,6-Apr-17,NA,NA,NA,NA,NA,0.21669708029197082,BRHO,BRHO2,2017-04-06
482,non_plot,brho,1,2,10,0.4,0.04871,NA,0.0112,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2299322521042907,BRHO,BRHO2,2017-04-06
483,non_plot,brho,1,3,7.9,0.4,0.03585,NA,0.0081,NA,6-Apr-17,NA,NA,NA,NA,NA,0.22594142259414224,BRHO,BRHO2,2017-04-06
484,non_plot,brho,2,1,7.9,0.4,0.03525,NA,0.0087,NA,6-Apr-17,NA,NA,NA,NA,NA,0.24680851063829787,BRHO,BRHO2,2017-04-06
485,non_plot,brho,2,2,7.4,0.5,0.03688,NA,0.0095,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2575921908893709,BRHO,BRHO2,2017-04-06
486,non_plot,brho,2,3,6.5,0.3,0.01819,NA,0.0043,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2363936228697086,BRHO,BRHO2,2017-04-06
487,non_plot,brho,3,1,8.7,0.4,0.04205,NA,0.0104,NA,6-Apr-17,NA,NA,NA,NA,NA,0.24732461355529134,BRHO,BRHO2,2017-04-06
488,non_plot,brho,3,2,8.7,0.4,0.04169,NA,0.0099,NA,6-Apr-17,NA,NA,NA,NA,NA,0.23746701846965704,BRHO,BRHO2,2017-04-06
489,non_plot,brho,3,3,9.1,0.5,0.04186,NA,0.0115,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2747252747252747,BRHO,BRHO2,2017-04-06
490,non_plot,brho,4,1,8.9,0.6,0.06333,NA,0.0157,NA,6-Apr-17,NA,NA,NA,NA,NA,0.24790778462024315,BRHO,BRHO2,2017-04-06
491,non_plot,brho,4,2,8.3,0.6,0.0557,NA,0.0143,NA,6-Apr-17,NA,NA,NA,NA,NA,0.25673249551166966,BRHO,BRHO2,2017-04-06
492,non_plot,brho,4,3,10.6,0.5,0.055,NA,0.0136,NA,6-Apr-17,NA,NA,NA,NA,NA,0.24727272727272726,BRHO,BRHO2,2017-04-06
493,non_plot,brho,5,1,10.7,0.6,0.06777,NA,0.0175,NA,6-Apr-17,NA,NA,NA,NA,NA,0.25822635384388376,BRHO,BRHO2,2017-04-06
494,non_plot,brho,5,2,8.7,0.4,0.03557,NA,0.009,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2530222097272983,BRHO,BRHO2,2017-04-06
495,non_plot,brho,5,3,7.1,0.3,0.02575,NA,0.0059,NA,6-Apr-17,NA,NA,NA,NA,NA,0.229126213592233,BRHO,BRHO2,2017-04-06
496,non_plot,brho,6,1,6.6,0.5,0.03567,NA,0.009,NA,6-Apr-17,this plant leaf area scanned in two parts,NA,NA,NA,NA,0.25231286795626573,BRHO,BRHO2,2017-04-06
497,non_plot,brho,6,2,8.9,0.6,0.06775,NA,0.0151,NA,6-Apr-17,NA,NA,NA,NA,NA,0.22287822878228783,BRHO,BRHO2,2017-04-06
498,non_plot,brho,6,3,9.1,0.5,0.05747,NA,0.0139,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2418653210370628,BRHO,BRHO2,2017-04-06
499,non_plot,brho,7,1,12,0.7,0.09693,NA,0.0238,NA,6-Apr-17,NA,NA,NA,NA,NA,0.24553801712576087,BRHO,BRHO2,2017-04-06
500,non_plot,brho,7,2,7.2,0.4,0.02861,NA,0.0077,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2691366655015729,BRHO,BRHO2,2017-04-06
501,non_plot,brho,7,3,7.1,0.4,0.02903,NA,0.0087,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2996899758870134,BRHO,BRHO2,2017-04-06
502,non_plot,brho,8,1,5.8,0.4,0.02485,NA,0.0063,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2535211267605634,BRHO,BRHO2,2017-04-06
503,non_plot,brho,8,2,4.5,0.3,0.01683,NA,0.0037,NA,6-Apr-17,NA,NA,NA,NA,NA,0.21984551396316102,BRHO,BRHO2,2017-04-06
504,non_plot,brho,8,3,8.2,0.5,0.04968,NA,0.0138,NA,6-Apr-17,NA,NA,NA,NA,NA,0.27777777777777773,BRHO,BRHO2,2017-04-06
505,non_plot,microseris,1,1,8,0.4,0.05721,NA,0.0098,NA,10-Apr-17,NA,NA,NA,NA,NA,0.17129872399930082,MICROSERIS,MIDO,2017-04-10
506,non_plot,microseris,1,2,8.1,0.4,0.05791,NA,0.01,NA,10-Apr-17,H: 18.5,w1- 2,w2- 2,NA,NA,0.17268174753928509,MICROSERIS,MIDO,2017-04-10
507,non_plot,microseris,1,3,9.6,0.4,0.070763,NA,0.0124,NA,10-Apr-17,NA,NA,NA,NA,NA,0.17523281941127422,MICROSERIS,MIDO,2017-04-10
508,non_plot,microseris,2,1,10.9,0.5,0.0966,NA,0.0162,NA,10-Apr-17,H: 20.5,w1: 3,W2: 4.1,NA,NA,0.16770186335403725,MICROSERIS,MIDO,2017-04-10
509,non_plot,microseris,2,2,9.8,0.4,0.0799,NA,0.0129,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16145181476846057,MICROSERIS,MIDO,2017-04-10
510,non_plot,microseris,2,3,10.4,0.5,0.07964,NA,0.0127,NA,10-Apr-17,NA,NA,NA,NA,NA,0.15946760421898543,MICROSERIS,MIDO,2017-04-10
511,non_plot,microseris,3,1,11.3,0.5,0.09769,NA,0.0153,NA,10-Apr-17,H:14.6,W1: 3,W2: 2.5,NA,NA,0.1566178728631385,MICROSERIS,MIDO,2017-04-10
512,non_plot,microseris,3,2,9,0.5,0.06081,NA,0.0102,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16773556980759743,MICROSERIS,MIDO,2017-04-10
513,non_plot,microseris,3,3,11.2,0.4,0.08894,NA,0.0145,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16303125702720936,MICROSERIS,MIDO,2017-04-10
514,non_plot,microseris,4,1,5.9,0.4,0.03646,NA,0.0058,NA,10-Apr-17,H: 22.2,W1: 9.5,W2: 5.2,NA,NA,0.15907844212835984,MICROSERIS,MIDO,2017-04-10
515,non_plot,microseris,4,2,6.1,0.4,0.03721,NA,0.0064,NA,10-Apr-17,NA,NA,NA,NA,NA,0.17199677506046762,MICROSERIS,MIDO,2017-04-10
516,non_plot,microseris,4,3,6.3,0.4,0.03826,NA,0.0063,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16466283324621014,MICROSERIS,MIDO,2017-04-10
517,non_plot,microseris,5,1,12.5,0.8,0.13267,NA,0.0225,NA,10-Apr-17,H:28.9,W1: 8.5,W2: 6,NA,NA,0.16959372880078388,MICROSERIS,MIDO,2017-04-10
518,non_plot,microseris,5,2,13.5,0.8,0.138,NA,0.0228,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16521739130434782,MICROSERIS,MIDO,2017-04-10
519,non_plot,microseris,5,3,11.5,0.6,0.08075,NA,0.0122,NA,10-Apr-17,NA,NA,NA,NA,NA,0.15108359133126936,MICROSERIS,MIDO,2017-04-10
520,non_plot,microseris,6,1,12.6,0.7,0.12342,NA,0.0206,NA,10-Apr-17,H: 26.4,w1: 6.5,w2: 5.5,NA,NA,0.16690973910225246,MICROSERIS,MIDO,2017-04-10
521,non_plot,microseris,6,2,12,0.6,0.09802,NA,0.0156,NA,10-Apr-17,NA,NA,NA,NA,NA,0.15915119363395225,MICROSERIS,MIDO,2017-04-10
522,non_plot,microseris,6,3,9.9,0.6,0.05223,NA,0.0084,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16082711085582999,MICROSERIS,MIDO,2017-04-10
523,non_plot,microseris,7,1,8.5,0.5,0.06485,NA,0.0105,NA,10-Apr-17,H: 23.4,W1: 5,W2: 2,NA,NA,0.16191210485736315,MICROSERIS,MIDO,2017-04-10
524,non_plot,microseris,7,2,10.9,0.6,0.07719,NA,0.0125,NA,10-Apr-17,NA,NA,NA,NA,NA,0.16193807488016584,MICROSERIS,MIDO,2017-04-10
525,non_plot,microseris,7,3,9.4,0.4,0.05677,NA,0.0081,NA,10-Apr-17,NA,NA,NA,NA,NA,0.14268099348247312,MICROSERIS,MIDO,2017-04-10
526,non_plot,microseris,8,1,9.8,0.5,0.05871,NA,0.01,NA,10-Apr-17,H: 16.6,W1: 5.2,W2: 3,NA,NA,0.170328734457503,MICROSERIS,MIDO,2017-04-10
527,non_plot,microseris,8,2,8.4,0.5,0.052993,NA,0.0093,NA,10-Apr-17,NA,NA,NA,NA,NA,0.1754948766818259,MICROSERIS,MIDO,2017-04-10
528,non_plot,microseris,8,3,7.8,0.5,0.04405,NA,0.0078,NA,10-Apr-17,NA,NA,NA,NA,NA,0.17707150964812712,MICROSERIS,MIDO,2017-04-10
862,non_plot,anar,1,1,1,0.75,0.01548,NA,0.0027,NA,14-Apr-17,NA,NA,NA,NA,NA,0.1744186046511628,ANAR,ANAR,2017-04-14
863,non_plot,anar,1,2,1.25,1,0.0297,NA,0.0037,NA,14-Apr-17,NA,NA,NA,NA,NA,0.12457912457912458,ANAR,ANAR,2017-04-14
864,non_plot,anar,1,3,1,0.75,0.01273,NA,0.0018,NA,14-Apr-17,NA,NA,NA,NA,NA,0.14139827179890024,ANAR,ANAR,2017-04-14
865,non_plot,anar,2,1,1,2,0.01445,NA,0.0026,NA,14-Apr-17,NA,NA,NA,NA,NA,0.17993079584775087,ANAR,ANAR,2017-04-14
866,non_plot,anar,2,2,0.75,0.5,0.00858,NA,0.0017,NA,14-Apr-17,NA,NA,NA,NA,NA,0.19813519813519812,ANAR,ANAR,2017-04-14
867,non_plot,anar,2,3,1,0.5,0.01089,NA,0.0014,NA,14-Apr-17,NA,NA,NA,NA,NA,0.12855831037649218,ANAR,ANAR,2017-04-14
868,non_plot,anar,3,1,1.25,1,0.01974,NA,0.0031,NA,14-Apr-17,NA,NA,NA,NA,NA,0.1570415400202634,ANAR,ANAR,2017-04-14
869,non_plot,anar,3,2,1.5,1,0.02193,NA,0.004,NA,14-Apr-17,NA,NA,NA,NA,NA,0.1823985408116735,ANAR,ANAR,2017-04-14
870,non_plot,anar,3,3,1.25,1,0.02191,NA,0.0036,NA,14-Apr-17,NA,NA,NA,NA,NA,0.1643085349155637,ANAR,ANAR,2017-04-14
871,non_plot,anar,4,1,1.25,1,0.02013,NA,0.0038,NA,14-Apr-17,NA,NA,NA,NA,NA,0.18877297565822157,ANAR,ANAR,2017-04-14
872,non_plot,anar,4,2,1.25,1,0.02387,NA,0.0043,NA,14-Apr-17,NA,NA,NA,NA,NA,0.18014243820695436,ANAR,ANAR,2017-04-14
873,non_plot,anar,4,3,0.75,0.75,0.00941,NA,0.0019,NA,14-Apr-17,NA,NA,NA,NA,NA,0.20191285866099895,ANAR,ANAR,2017-04-14
874,non_plot,anar,5,1,1.25,1,0.01396,NA,0.002,NA,14-Apr-17,NA,NA,NA,NA,NA,0.14326647564469913,ANAR,ANAR,2017-04-14
875,non_plot,anar,5,2,1.25,0.75,0.01327,NA,0.0019,NA,14-Apr-17,NA,NA,NA,NA,NA,0.14318010550113036,ANAR,ANAR,2017-04-14
876,non_plot,anar,5,3,1.25,0.75,0.01242,NA,0.0019,NA,14-Apr-17,NA,NA,NA,NA,NA,0.15297906602254427,ANAR,ANAR,2017-04-14
877,non_plot,anar,6,1,1.5,1,0.02092,NA,0.0044,NA,14-Apr-17,NA,NA,NA,NA,NA,0.21032504780114722,ANAR,ANAR,2017-04-14
878,non_plot,anar,6,2,1.5,1.25,0.03204,NA,0.0062,NA,14-Apr-17,NA,NA,NA,NA,NA,0.19350811485642946,ANAR,ANAR,2017-04-14
879,non_plot,anar,6,3,1.1,0.75,0.01216,NA,0.0024,NA,14-Apr-17,NA,NA,NA,NA,NA,0.19736842105263155,ANAR,ANAR,2017-04-14
880,non_plot,anar,7,1,1.25,1,0.02223,NA,0.0027,NA,14-Apr-17,NA,NA,NA,NA,NA,0.12145748987854252,ANAR,ANAR,2017-04-14
881,non_plot,anar,7,2,1.1,1,0.01318,NA,0.0028,NA,14-Apr-17,NA,NA,NA,NA,NA,0.212443095599393,ANAR,ANAR,2017-04-14
882,non_plot,anar,7,3,1,0.75,0.01318,NA,0.003,NA,14-Apr-17,NA,NA,NA,NA,NA,0.2276176024279211,ANAR,ANAR,2017-04-14
883,non_plot,anar,8,1,1.1,0.75,0.01098,NA,0.0025,NA,14-Apr-17,NA,NA,NA,NA,NA,0.22768670309653916,ANAR,ANAR,2017-04-14
884,non_plot,anar,8,2,1,0.75,0.00974,NA,0.0019,NA,14-Apr-17,NA,NA,NA,NA,NA,0.19507186858316222,ANAR,ANAR,2017-04-14
885,non_plot,anar,8,3,1,0.75,0.00724,NA,0.0019,NA,14-Apr-17,NA,NA,NA,NA,NA,0.26243093922651933,ANAR,ANAR,2017-04-14
1975,non_plot,LASE,2,1,10,2,0.19451,NA,0.0325,NA,10-May-17,NA,27,16,12,NA,0.16708652511439,LASE,LASE,2017-05-10
1976,non_plot,LASE,2,2,11.4,2.6,0.31041,NA,0.0507,NA,10-May-17,NA,NA,NA,NA,NA,0.16333236686962405,LASE,LASE,2017-05-10
1977,non_plot,LASE,2,3,11.5,4.5,0.4886,NA,0.0705,NA,10-May-17,NA,NA,NA,NA,NA,0.14428980761358984,LASE,LASE,2017-05-10
1978,non_plot,lase,3,1,12,4,0.65016,NA,0.0869,NA,10-May-17,NA,23,22,5,NA,0.13365940691522088,LASE,LASE,2017-05-10
1979,non_plot,lase,3,2,11,4.3,0.63336,NA,0.0779,NA,10-May-17,NA,NA,NA,NA,NA,0.12299482127068333,LASE,LASE,2017-05-10
1980,non_plot,lase,3,3,9,4,0.41,NA,0.0495,NA,10-May-17,NA,NA,NA,NA,NA,0.12073170731707318,LASE,LASE,2017-05-10
1981,non_plot,lase,8,1,8,2.2,0.2846,NA,0.0381,NA,10-May-17,NA,18,17,8,NA,0.13387210119465917,LASE,LASE,2017-05-10
1982,non_plot,lase,8,2,9.8,2,0.3344,NA,0.0485,NA,10-May-17,NA,NA,NA,NA,NA,0.14503588516746413,LASE,LASE,2017-05-10
1983,non_plot,lase,8,3,NA,NA,NA,NA,NA,NA,10-May-17,NA,NA,NA,NA,NA,NA,LASE,LASE,2017-05-10
1984,non_plot,lase,5,1,8.5,2.1,0.28351,NA,0.0436,NA,10-May-17,NA,23,22,4,NA,0.15378646255863992,LASE,LASE,2017-05-10
1985,non_plot,lase,5,2,8,2,0.28933,NA,0.0427,NA,10-May-17,NA,NA,NA,NA,NA,0.14758234541872603,LASE,LASE,2017-05-10
1986,non_plot,lase,5,3,9.1,2.2,0.34009,NA,0.0463,NA,10-May-17,NA,NA,NA,NA,NA,0.13614043341468435,LASE,LASE,2017-05-10
1987,non_plot,LASE,1,1,11,2,0.2525,NA,0.0361,NA,10-May-17,NA,20,13,2,NA,0.14297029702970296,LASE,LASE,2017-05-10
1988,non_plot,LASE,1,2,12,2,0.33919,NA,0.0455,NA,10-May-17,NA,NA,NA,NA,NA,0.13414310563401044,LASE,LASE,2017-05-10
1989,non_plot,LASE,1,3,10,2.5,0.33911,NA,0.0444,NA,10-May-17,NA,NA,NA,NA,NA,0.13093096635310075,LASE,LASE,2017-05-10
1990,non_plot,LASE,4,1,12,3,0.37328,NA,0.0535,NA,10-May-17,NA,25,23,15,NA,0.14332404629232748,LASE,LASE,2017-05-10
1991,non_plot,LASE,4,2,12,4.5,0.62959,NA,0.0899,NA,10-May-17,NA,NA,NA,NA,NA,0.1427913403961308,LASE,LASE,2017-05-10
1992,non_plot,LASE,4,3,12,4,0.56232,NA,0.0776,NA,10-May-17,NA,NA,NA,NA,NA,0.13799971546450418,LASE,LASE,2017-05-10
1993,non_plot,LASE,6,1,12,2.5,0.30315,NA,0.0484,NA,10-May-17,NA,20,17,11,NA,0.15965693551047336,LASE,LASE,2017-05-10
1994,non_plot,LASE,6,2,13,4,0.47805,NA,0.0782,NA,10-May-17,NA,NA,NA,NA,NA,0.1635812153540425,LASE,LASE,2017-05-10
1995,non_plot,LASE,6,3,11,4,0.51852,NA,0.0782,NA,10-May-17,NA,NA,NA,NA,NA,0.15081385481755769,LASE,LASE,2017-05-10
1996,non_plot,LASE,7,1,8,1.5,0.12407,NA,0.0201,NA,10-May-17,NA,14,10,4,NA,0.16200531957765776,LASE,LASE,2017-05-10
