plot,year,scan_date,USDA_symbol,all,plant,leaf,count,total_area,petiole,file,notes
non_plot,2017,2017-05-10,AVFA,FALSE,7,3,4,6.79,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,8,NA,18,44.907,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,8,1,3,6.386,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,8,2,5,5.09,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,8,3,7,16.759,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,1,NA,4,9.932,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,1,1,3,13.447,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,1,2,2,13.639,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,1,3,2,13.89,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,2,NA,8,38.947,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,2,1,3,11.378,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,2,2,3,14.433,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,2,3,2,18.856,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,3,NA,8,93.939,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,3,1,1,19.006,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,3,2,1,18.61,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,3,3,1,13.977,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,4,NA,19,116.971,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,4,1,2,15.803,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,4,2,3,22.595,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,4,3,4,17.758,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,5,NA,6,25.802,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,5,1,4,11.408,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,5,2,1,9.861,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,5,3,1,13.541,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,6,NA,6,36.456,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,6,1,1,14.983,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,6,2,2,20.983,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,6,3,2,19.129,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,7,NA,6,13.617,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,7,1,2,6.255,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,7,2,3,8.997,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,7,3,1,8.996,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,TRUE,8,NA,5,24.337,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,8,1,1,9.899,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LASE,FALSE,8,2,3,13.016,FALSE,data-raw/all-scans/scans-10052017/lase_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,1,1,3,2.368,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,1,2,2,2.161,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,1,3,4,2.709,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,2,NA,70,74.398,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,2,1,3,2.67,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,2,2,3,3.203,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,2,3,3,2.793,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,3,NA,30,36.046,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,1,NA,61,75.131,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,3,2,3,2.661,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,3,3,4,2.235,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,4,NA,31,30.821,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,4,1,2,2.254,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,4,2,4,2.174,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,4,3,3,2.365,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,5,NA,15,17.561,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,5,1,5,4.567,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,5,2,2,2.191,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,5,3,2,2.663,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,6,NA,23,23.966,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,6,1,6,5.011,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,6,2,3,2.341,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,6,3,3,3.132,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,7,NA,37,76.64,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,7,1,2,2.64,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,7,2,3,2.097,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,7,3,3,4.08,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,TRUE,8,NA,11,11.082,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,8,1,3,2.069,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,8,2,4,3.815,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-10,LOPE,FALSE,8,3,2,1.487,FALSE,data-raw/all-scans/scans-10052017/lomu_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,1,NA,9,55.026,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,1,1,2,26.459,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,1,2,5,13.211,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,1,3,1,19.124,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,2,NA,12,132.61,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,2,1,7,38.485,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,2,2,6,23.654,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,2,3,4,16.032,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,3,NA,15,173.799,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,3,1,2,38.072,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,3,2,3,39.491,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,3,3,4,9.952,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,4,NA,10,91.53,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,4,1,2,31.251,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,4,2,1,21.673,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,4,3,1,18.294,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,5,NA,11,95.181,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,5,1,2,29.585,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,5,2,4,24.828,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,5,3,2,11.002,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,9,NA,13,95.45,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,9,1,4,41.035,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,9,2,2,28.646,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,6,NA,11,151.959,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,6,1,2,33.153,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,6,2,1,20.489,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,6,3,3,8.887,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,TRUE,7,NA,14,97.503,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,7,1,2,31.542,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,7,2,3,37.943,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,7,3,2,25.486,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,8,1,2,49.794,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,8,2,6,42.277,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,CAPY2,FALSE,8,3,5,27.201,FALSE,data-raw/all-scans/scans-11052017/capy_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,1,NA,46,54.533,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,1,NA,28,34.024,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,1,1,8,8.569,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,1,2,8,6.434,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,1,3,3,3.165,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,2,NA,11,28.086,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,2,1,4,7.855,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,2,2,2,4.686,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,2,3,7,5.639,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,3,NA,21,57.994,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,3,1,6,5.263,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,3,2,5,3.362,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,3,3,6,7.129,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,4,NA,24,29.79,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,4,1,4,3.888,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,4,2,3,4.043,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,4,3,3,3.431,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,5,NA,20,31.694,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,5,1,5,3.362,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,5,2,7,6.229,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,5,3,7,6.373,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,6,NA,39,75.05,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,6,1,7,6.028,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,6,2,8,8.251,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,6,3,7,6.559,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,7,NA,23,45.514,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,7,1,9,7.296,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,7,2,7,7.165,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,7,3,7,8.993,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,TRUE,8,NA,69,80.72,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,8,1,13,11.115,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,8,2,5,2.343,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-11,STPU2,FALSE,8,3,12,4.272,FALSE,data-raw/all-scans/scans-11052017/napu_leaf_area.csv,
non_plot,2017,2017-05-12,CACO35,FALSE,1,1,3,2.429,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,1,2,2,2.84,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,1,3,2,2.613,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,2,1,3,3.965,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,2,2,3,3.294,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,2,3,3,2.824,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,3,1,2,1.638,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,3,2,3,1.851,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,3,3,1,1.449,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,4,1,3,1.346,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,4,2,2,1.694,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,4,3,2,1.535,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,TRUE,5,NA,49,31.502,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,5,1,2,2.305,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,5,2,2,1.772,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,5,3,2,2.207,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,TRUE,6,NA,72,62.452,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,6,1,2,2.735,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,6,2,2,2.355,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,6,3,2,1.891,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,TRUE,7,NA,36,30.511,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,7,1,3,2.693,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,7,2,3,1.984,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,7,3,2,2.045,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,TRUE,8,NA,61,32.613,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,8,1,2,1.303,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,8,2,1,1.391,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CACO35,FALSE,8,3,2,1.657,FALSE,data-raw/all-scans/scans-12052017/caco_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,1,NA,14,63.923,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,1,1,6,33.044,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,1,2,10,30.898,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,1,3,9,31.302,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,2,NA,13,47.127,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,2,1,11,36.392,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,2,2,8,19.537,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,2,3,7,20.018,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,3,1,6,26.071,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,3,2,10,29.129,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,3,3,11,21.265,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,4,NA,16,50.492,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,4,1,9,32.719,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,4,2,10,39.436,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,4,3,6,20.889,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,5,NA,7,14.9,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,5,1,8,34.021,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,5,2,8,26.187,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,5,3,6,31.511,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,6,NA,40,152.766,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,6,1,6,19.179,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,6,2,9,33.876,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,6,3,9,42.03,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,7,NA,11,47.274,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,7,1,5,27.657,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,7,2,8,35.097,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,7,3,8,22.668,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,TRUE,8,NA,36,113.436,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,8,1,8,39.932,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,8,2,11,40.521,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CHPO3,FALSE,8,3,10,45.685,FALSE,data-raw/all-scans/scans-12052017/chpo_leaf_area.xls,
non_plot,2017,2017-05-12,CRSE11,TRUE,1,NA,9,23.252,FALSE,data-raw/all-scans/scans-12052017/croton_leaf_area.xls,
non_plot,2017,2017-05-12,CRSE11,FALSE,1,1,1,4.208,FALSE,data-raw/all-scans/scans-12052017/croton_leaf_area.xls,
non_plot,2017,2017-05-12,CRSE11,FALSE,1,2,1,4.447,FALSE,data-raw/all-scans/scans-12052017/croton_leaf_area.xls,
non_plot,2017,2017-05-12,CRSE11,FALSE,1,3,1,2.889,FALSE,data-raw/all-scans/scans-12052017/croton_leaf_area.xls,
