USDA_symbol,height,order
CHPA8,18,334
CHPA8,19,335
CHPA8,16,336
CHPA8,12,337
CHPA8,10,338
CHPA8,6,339
CHPA8,9,340
CHPO3,17,341
CHPO3,26,342
CHPO3,12,343
CHPO3,23,344
CHPO3,25,345
CHPO3,9,346
CHPO3,13,347
CHPO3,16,348
CHPO3,14,349
CHPO3,13,350
CHPO3,11,351
CHPO3,17,352
CHPO3,16,353
CHPO3,8,354
CHPO3,20,355
CHPO3,17,356
CHPO3,17,357
CHPO3,16,358
CHPO3,17,359
CHPO3,11,360
CHPO3,18,361
CHPO3,15,362
CHPO3,17,363
CHPO3,9,364
CHPO3,19,365
CHPO3,10,366
CHPO3,12,367
CHPO3,15,368
CHPO3,13,369
CHPO3,19,370
CHPO3,26,371
CHPO3,18,372
CHPO3,13,373
CHPO3,21,374
CHPO3,22,375
CHPO3,12,376
CHPO3,12,377
CHPO3,7,378
CHPO3,17,379
CHPO3,21,380
CLPE,15,381
CLPE,14,382
CLPE,11,383
CLPE,18,384
CLPE,12,385
CLPE,15,386
CLPE,12,387
CLPE,9,388
CLPE,10,389
CLPE,8,390
CLPE,17,391
CLPE,22,392
CLPE,20,393
CLPE,21,394
CLPE,19,395
CLPE,17,396
CLPE,16,397
CLPE,19,398
CLPE,13,399
CLPE,9,400
CLPE,19,401
CLPE,12,402
CLPE,17,403
CLPE,18,404
CLPE,10,405
CLPE,17,406
CLPE,21,407
CLPE,19,408
CLPE,17,409
CLPE,15,410
CLPE,15,411
CLPE,12,412
CLPE,14,413
CLPE,10,414
CLPE,18,415
CLPE,20,416
CLPE,27,417
CLPE,25,418
CLPE,25,419
CLPE,20,420
CRSE11,4,421
CRSE11,4,422
CRSE11,4,423
CRSE11,3,424
CRSE11,6,425
CRSE11,7,426
CRSE11,5,427
CRSE11,5,428
CRSE11,6,429
CRSE11,4,430
CRSE11,4,431
CRSE11,4,432
CRSE11,5,433
CRSE11,7,434
CRSE11,5,435
CRSE11,4,436
CRSE11,8,437
CRSE11,6,438
CRSE11,6,439
CRSE11,6,440
CRSE11,4,441
CRSE11,2,442
CRSE11,4,443
CRSE11,5,444
CRSE11,3,445
CRSE11,6,446
CRSE11,2,447
CRSE11,3,448
CRSE11,4,449
CRSE11,3,450
CRSE11,2,451
CRSE11,2,452
CRSE11,2,453
CRSE11,3,454
CRSE11,3,455
CRSE11,3,456
CRSE11,4,457
CRSE11,3,458
CRSE11,3,459
DOCL,23,460
DOCL,23,461
DOCL,27,462
DOCL,20,463
DOCL,35,464
DOCL,24,465
DOCL,21,466
DOCL,8,467
DOCL,26,468
DOCL,21,469
DOCL,29,470
DOCL,29,471
DOCL,37,472
DOCL,29,473
DOCL,25,474
DOCL,21,475
DOCL,21,476
DOCL,16,477
DOCL,21,478
DOCL,21,479
DOCL,30,480
DOCL,24,481
DOCL,27,482
DOCL,35,483
DOCL,17,484
DOCL,19,485
DOCL,16,486
DOCL,29,487
DOCL,19,488
DOCL,30,489
DOCL,26,490
DOCL,24,491
DOCL,24,492
DOCL,20,493
DOCL,18,494
DOCL,25,495
DOCL,19,496
DOCL,18,497
DOCL,21,498
DOCL,28,499
DOCL,26,500
DOCL,22,501
DOCL,27,502
DOCL,26,503
DOCL,14,504
DOCL,20,505
DOCL,25,506
DOCL,26,507
ERMO7,20,508
ERMO7,7,509
ERMO7,21,510
ERMO7,11,511
ERMO7,11,512
ERMO7,24,513
ERMO7,9,514
ERMO7,7,515
ERMO7,21,516
ERMO7,14,517
ERMO7,14,518
ERMO7,17,519
ERMO7,23,520
ERMO7,17,521
ERMO7,19,522
ERMO7,22,523
ERMO7,18,524
ERMO7,14,525
ERMO7,14,526
ERMO7,21,527
ERMO7,23,528
ERMO7,26,529
ERMO7,24,530
ERMO7,29,531
ERMO7,24,532
ERMO7,17,533
ERMO7,26,534
ERMO7,48,535
ERMO7,31,536
ERMO7,37,537
ERMO7,18,538
ERMO7,14,539
ERMO7,21,540
ERMO7,25,541
ERMO7,6,542
ERMO7,23,543
ERMO7,18,544
ERMO7,14,545
ERMO7,15,546
ERMO7,21,547
FEMI2,22.5,548
FEMI2,25.5,549
FEMI2,24.5,550
FEMI2,26,551
FEMI2,27,552
FEMI2,16,553
FEMI2,20,554
FEMI2,22,555
FEMI2,21,556
FEMI2,21,557
FEMI2,39,558
FEMI2,41,559
FEMI2,41,560
FEMI2,31,561
FEMI2,40,562
GAAP2,33,563
GAAP2,41,564
GAAP2,36,565
GAAP2,26,566
GAAP2,26,567
GAAP2,31,568
GAAP2,43,569
GAAP2,45,570
GAAP2,50,571
GAAP2,30,572
GAAP2,42,573
GAAP2,58,574
GAAP2,38,575
GAAP2,34,576
GAAP2,45,577
GAAP2,45,578
GAAP2,52,579
GAAP2,94,580
GAAP2,74,581
GAAP2,35,582
GAAP2,62,583
GAAP2,24,584
GAAP2,26,585
GAAP2,58,586
GAAP2,54,587
GAAP2,25,588
GAAP2,25,589
GAAP2,29,590
GAAP2,31,591
GAAP2,45,592
GAAP2,42,593
GAAP2,68,594
GAAP2,36,595
GAAP2,43,596
GAAP2,42,597
GAAP2,53,598
GAAP2,74,599
GAAP2,38,600
GAAP2,37,601
GAAP2,24,602
GIOC,8,603
GIOC,7,604
GIOC,9,605
GIOC,8,606
GIOC,11,607
GIOC,10,608
GIOC,6,609
GIOC,4,610
GIOC,7,611
GIOC,6,612
GIOC,13,613
GIOC,5,614
GIOC,4,615
GIOC,5,616
GIOC,12,617
GIOC,10,618
GIOC,10,619
GIOC,6,620
GIOC,6,621
GIOC,7,622
GIOC,5,623
GIOC,4,624
GIOC,2,625
GIOC,18,626
GIOC,9,627
GIOC,8,628
GIOC,14,629
GIOC,15,630
GIOC,17,631
GIOC,11,632
GIOC,16,633
GIOC,12,634
GIOC,6,635
GIOC,10,636
GIOC,12,637
GIOC,13,638
GIOC,8,639
GIOC,10,640
GIOC,14,641
GIOC,13,642
LARA,15,643
LARA,16,644
LARA,20,645
LARA,21,646
LARA,27,647
LARA,30,648
LARA,30,649
LARA,12,650
LARA,14,651
LARA,20,652
LARA,19,653
LARA,16,654
LARA,19,655
LARA,20,656
LARA,22,657
LARA,22,658
LARA,21,659
LARA,21,660
LARA,24,661
LARA,20,662
LARA,24,663
LARA,25,664
LARA,27,665
LARA,21,666
LARA,16,667
LARA,23,668
LARA,18,669
LARA,13,670
LARA,27,671
LARA,16,672
LARA,20,673
LARA,21,674
LARA,25,675
LARA,23,676
LARA,35,677
LARA,17,678
LARA,20,679
LARA,28,680
LARA,23,681
LARA,20,682
LEBI4,29,683
LEBI4,20,684
LEBI4,25,685
LEBI4,33,686
LEBI4,40,687
LEBI4,47,688
LEBI4,31,689
LEBI4,38,690
LEBI4,26,691
LEBI4,24,692
LEBI4,24,693
LEBI4,37,694
LEBI4,48,695
LEBI4,35,696
LEBI4,30,697
LEBI4,26,698
LEBI4,35,699
LEBI4,33,700
LEBI4,15,701
LEBI4,18,702
LEBI4,15,703
LEBI4,20,704
LEBI4,15,705
LEBI4,11,706
LEBI4,25,707
LEBI4,22,708
LEBI4,22,709
LEBI4,26,710
LEBI4,24,711
LEBI4,23,712
LEBI4,28,713
LEBI4,31,714
LEBI4,23,715
LEBI4,20,716
LEBI4,26,717
LEBI4,29,718
LEPA51,7,719
LEPA51,6,720
LEPA51,4,721
LEPA51,7,722
LEPA51,7,723
LEPA51,17,724
LEPA51,9,725
LEPA51,13,726
LEPA51,6,727
LEPA51,5,728
LEPA51,14,729
LEPA51,14,730
LEPA51,11,731
LEPA51,7,732
LEPA51,10,733
LEPA51,12,734
LEPA51,11,735
LEPA51,9,736
LEPA51,6,737
LEPA51,11,738
LEPA51,13,739
LEPA51,14,740
LEPA51,14,741
LEPA51,13,742
LEPA51,13,743
LEPA51,14,744
LEPA51,15,745
LEPA51,11,746
LEPA51,14,747
LEPA51,13,748
LEPA51,6,749
LEPA51,9,750
LEPA51,7,751
LEPA51,5,752
LEPA51,7,753
LEPA51,7,754
LEPA51,10,755
LEPA51,10,756
LEPA51,12,757
LEPA51,13,758
LOPE,85,759
LOPE,69,760
LOPE,59,761
LOPE,61,762
LOPE,57,763
LOPE,70,764
LOPE,62,765
LOPE,66,766
LOPE,65,767
LOPE,67,768
LOPE,73,769
LOPE,71,770
LOPE,42,771
LOPE,50,772
LOPE,49,773
LOPE,46,774
LOPE,60,775
LOPE,65,776
LOPE,79,777
LOPE,76,778
LOPE,71,779
LOPE,66,780
LOPE,72,781
LOPE,72,782
LOPE,74,783
LOPE,87,784
LOPE,74,785
LOPE,80,786
LOPE,60,787
LOPE,80,788
LOPE,64,789
LOPE,75,790
LOPE,65,791
LOPE,75,792
LOPE,70,793
LOPE,68,794
LOPE,70,795
LOPE,55,796
LOPE,64,797
LOPE,68,798
LOST4,8,799
LOST4,6,800
LOST4,15,801
LOST4,9,802
LOST4,5,803
LOST4,7,804
LOST4,8,805
LOST4,9,806
LOST4,6,807
LOST4,6,808
LOST4,8,809
LOST4,8,810
LOST4,8,811
LOST4,6,812
LOST4,8,813
LOST4,10,814
LOST4,7,815
LOST4,6,816
LOST4,6,817
LOST4,6,818
LOST4,4,819
LOST4,2,820
LOST4,9,821
LOST4,9,822
LOST4,5,823
LOST4,10,824
LOST4,8,825
LOST4,7,826
LOST4,5,827
LOST4,5,828
LOST4,5,829
LOST4,10,830
LOST4,4,831
LOST4,7,832
LOST4,4,833
LOST4,5,834
LOST4,8,835
LOST4,7,836
LOST4,8,837
LOST4,6,838
LUBI,15,839
LUBI,22,840
LUBI,18,841
LUBI,9,842
LUBI,27,843
LUBI,23,844
LUBI,31,845
LUBI,21,846
LUBI,23,847
LUBI,21,848
LUBI,16,849
LUBI,14,850
LUBI,20,851
LUBI,17,852
LUBI,15,853
LUBI,21,854
LUBI,14,855
LUBI,14,856
LUBI,9,857
LUBI,17,858
LUBI,19,859
LUBI,12,860
LUBI,21,861
LUBI,20,862
LUBI,16,863
LUBI,23,864
LUBI,15,865
LUBI,17,866
LUBI,16,867
LUBI,20,868
LUBI,21,869
LUBI,12,870
LUBI,13,871
LUBI,15,872
LUBI,15,873
LUBI,20,874
LUBI,12,875
LUBI,18,876
LUBI,12,877
LUBI,11,878
MIDO,12,879
MIDO,17,880
MIDO,14,881
MIDO,25,882
MIDO,17,883
MIDO,14,884
MIDO,20,885
MIDO,10,886
MIDO,11,887
MIDO,10,888
MIDO,16,889
MIDO,16,890
MIDO,16,891
MIDO,17,892
MIDO,18,893
MIDO,14,894
MIDO,15,895
MIDO,17,896
MIDO,15,897
MIDO,13,898
MIDO,14,899
MIDO,15,900
MIDO,14,901
MIDO,13,902
MIDO,21,903
MIDO,20,904
MIDO,20,905
MIDO,23,906
MIDO,23,907
MIDO,17,908
MIDO,13,909
MIDO,19,910
MIDO,14,911
MIDO,17,912
MIDO,22,913
MIDO,18,914
MIDO,18,915
MIDO,15,916
MIDO,16,917
MIDO,9,918
STPU2,111,919
STPU2,107,920
STPU2,119,921
STPU2,125,922
STPU2,99,923
STPU2,94,924
STPU2,92,925
STPU2,89,926
STPU2,89,927
STPU2,104,928
STPU2,76,929
STPU2,89,930
STPU2,99,931
STPU2,95,932
STPU2,101,933
STPU2,90,934
STPU2,89,935
STPU2,92,936
STPU2,87,937
STPU2,106,938
STPU2,98,939
STPU2,81,940
STPU2,69,941
STPU2,83,942
STPU2,95,943
STPU2,93,944
STPU2,98,945
STPU2,91,946
STPU2,89,947
STPU2,86,948
STPU2,141,949
STPU2,107,950
STPU2,107,951
STPU2,103,952
STPU2,92,953
STPU2,97,954
STPU2,97,955
STPU2,119,956
STPU2,88,957
STPU2,92,958
THCU,24,959
THCU,28,960
THCU,26,961
THCU,34,962
THCU,31,963
THCU,24,964
THCU,19,965
THCU,30,966
THCU,32,967
THCU,15,968
THCU,28,969
THCU,25,970
THCU,23,971
THCU,20,972
THCU,21,973
THCU,14,974
THCU,23,975
THCU,21,976
THCU,25,977
THCU,21,978
THCU,12,979
THCU,14,980
THCU,17,981
THCU,27,982
THCU,21,983
THCU,14,984
THCU,27,985
THCU,22,986
THCU,18,987
THCU,17,988
THCU,15,989
THCU,30,990
THCU,21,991
THCU,27,992
THCU,20,993
THCU,20,994
THCU,22,995
THCU,34,996
THCU,29,997
THCU,31,998
THCU,24,999
THCU,22,1000
THCU,18,1001
THCU,31,1002
THCU,31,1003
THCU,25,1004
THCU,25,1005
THCU,25,1006
THLA3,38,1007
THLA3,44,1008
THLA3,27,1009
THLA3,42,1010
THLA3,43,1011
THLA3,33,1012
THLA3,37,1013
THLA3,35,1014
THLA3,32,1015
THLA3,32,1016
THLA3,44,1017
THLA3,44,1018
THLA3,31,1019
THLA3,29,1020
THLA3,40,1021
THLA3,45,1022
THLA3,43,1023
THLA3,40,1024
THLA3,35,1025
THLA3,38,1026
THLA3,41,1027
THLA3,46,1028
THLA3,53,1029
THLA3,26,1030
THLA3,41,1031
THLA3,49,1032
THLA3,39,1033
THLA3,43,1034
TOAR,99,1035
TOAR,75,1036
TOAR,68,1037
TOAR,78,1038
TOAR,71,1039
TOAR,55,1040
TOAR,45,1041
TOAR,84,1042
TOAR,75,1043
TOAR,65,1044
TOAR,30,1045
TOAR,41,1046
TOAR,45,1047
TOAR,52,1048
TOAR,75,1049
TOAR,58,1050
TOAR,40,1051
TOAR,68,1052
TOAR,69,1053
TOAR,66,1054
TOAR,43,1055
TOAR,54,1056
TOAR,65,1057
TOAR,52,1058
TOAR,59,1059
TOAR,51,1060
TOAR,50,1061
TOAR,38,1062
TOAR,56,1063
TOAR,43,1064
TOAR,52,1065
TOAR,70,1066
TOAR,60,1067
TOAR,72,1068
TOAR,64,1069
TOAR,36,1070
TOAR,72,1071
TOAR,58,1072
TOAR,50,1073
TOAR,70,1074
TRAL5,19,1075
TRAL5,28,1076
TRAL5,25,1077
TRAL5,15,1078
TRAL5,13,1079
TRAL5,26,1080
TRAL5,20,1081
TRAL5,20,1082
TRAL5,19,1083
TRAL5,21,1084
TRAL5,15,1085
TRAL5,23,1086
TRAL5,28,1087
TRAL5,20,1088
TRAL5,22,1089
TRAL5,21,1090
TRAL5,26,1091
TRAL5,20,1092
TRAL5,22,1093
TRAL5,36,1094
TRAL5,34,1095
TRAL5,18,1096
TRAL5,22,1097
TRAL5,21,1098
TRAL5,20,1099
TRAL5,22,1100
TRAL5,20,1101
TRAL5,18,1102
TRAL5,23,1103
TRAL5,23,1104
TRAL5,15,1105
TRAL5,15,1106
TRAL5,13,1107
TRAL5,23,1108
TRAL5,26,1109
TRAL5,28,1110
TRAL5,23,1111
TRAL5,23,1112
TRAL5,18,1113
TRAL5,22,1114
TRIX,30,1115
TRIX,26,1116
TRIX,23,1117
TRIX,25,1118
TRIX,21,1119
TRIX,14,1120
TRIX,30,1121
TRIX,23,1122
TRIX,20,1123
TRIX,25,1124
TRIX,37,1125
TRIX,26,1126
TRIX,33,1127
TRIX,18,1128
TRIX,26,1129
TRIX,22,1130
TRIX,15,1131
TRIX,22,1132
TRIX,23,1133
TRIX,20,1134
TRIX,17,1135
TRIX,30,1136
TRIX,41,1137
TRIX,37,1138
TRIX,18,1139
TRIX,29,1140
TRIX,33,1141
TRIX,23,1142
TRIX,27,1143
TRIX,30,1144
TRIX,24,1145
TRIX,20,1146
TRIX,20,1147
TRIX,22,1148
TRIX,20,1149
TRIX,22,1150
TRIX,15,1151
TRIX,17,1152
TRIX,27,1153
TRIX,25,1154
VIPE3,12,1155
VIPE3,14,1156
VIPE3,16,1157
VIPE3,16,1158
VIPE3,17,1159
VIPE3,11,1160
VIPE3,13,1161
VIPE3,12,1162
VIPE3,10,1163
VIPE3,10,1164
VIPE3,7,1165
VIPE3,8,1166
VIPE3,13,1167
VIPE3,11,1168
VIPE3,8,1169
VIPE3,6,1170
VIPE3,6,1171
VIPE3,6,1172
VIPE3,8,1173
VIPE3,9,1174
VIPE3,8,1175
VIPE3,7,1176
VIPE3,18,1177
VIPE3,20,1178
VIPE3,26,1179
VIPE3,18,1180
VIPE3,23,1181
VIPE3,26,1182
VIPE3,9,1183
VIPE3,10,1184
VIPE3,12,1185
VIPE3,20,1186
VIPE3,10,1187
VIPE3,12,1188
VIPE3,9,1189
VIPE3,9,1190
VIPE3,16,1191
VIPE3,17,1192
VIPE3,10,1193
VIPE3,7,1194
