plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,leaf_area_cm2,dry_mass_g,date,notes
757,homu,5,3,3.6,0.4,0.01158,,,,25-Apr-2017,
757,aghe,1,1,8.2,1.8,0.01591,,,,25-Apr-2017,
757,aghe,1,2,8.1,1.3,0.05641,,,,25-Apr-2017,
757,aghe,1,3,9.6,1.7,0.08028,,,,25-Apr-2017,
757,aghe,2,1,11.5,1.8,0.06633,,,,25-Apr-2017,
757,aghe,2,2,9.8,0.7,0.08895,,,,25-Apr-2017,
757,aghe,2,3,11.4,1.5,0.06508,,,,25-Apr-2017,
757,aghe,3,1,13.6,1.3,0.11782,,,,25-Apr-2017,
757,aghe,3,2,15.5,1.5,0.14347,,,,25-Apr-2017,
757,aghe,3,3,14.6,2.1,0.17082,,,,25-Apr-2017,
757,aghe,4,1,7.7,0.7,0.02881,,,,25-Apr-2017,
757,aghe,4,2,8.5,0.8,0.03985,,,,25-Apr-2017,
757,aghe,4,3,7.6,0.4,0.02859,,,,25-Apr-2017,
757,aghe,5,1,10.3,1,0.0411,,,,25-Apr-2017,
757,aghe,5,2,7.5,0.5,0.03009,,,,25-Apr-2017,
757,aghe,5,3,7.2,1.4,0.03224,,,,25-Apr-2017,
757,lowr,1,1,1.8,1,0.05949,0.00364,,,25-Apr-2017,
757,lowr,1,2,1.3,1.2,0.04378,0.00268,,,25-Apr-2017,
757,lowr,1,3,1.3,1,0.05618,0.00192,,,25-Apr-2017,
757,lowr,2,1,1.9,1.5,0.06846,0.00328,,,25-Apr-2017,
757,lowr,2,2,1.4,1,0.03225,0.00142,,,25-Apr-2017,
757,lowr,2,3,1.5,1.3,0.08912,0.00472,,,25-Apr-2017,
757,lowr,3,1,1.8,1,0.0405,0.00271,,,25-Apr-2017,
757,lowr,3,2,2,1.3,0.07736,0.00426,,,25-Apr-2017,
757,lowr,3,3,1.5,1.2,0.03423,0.00232,,,25-Apr-2017,
757,lowr,4,1,1.5,1.3,0.04881,0.00214,,,25-Apr-2017,
757,lowr,4,2,1.5,1.1,0.04176,0.00267,,,25-Apr-2017,
757,lowr,4,3,1.7,1,0.05866,0.00391,,,25-Apr-2017,
757,mepo,1,1,1.9,1.3,0.01666,0.00369,,,25-Apr-2017,
757,mepo,1,2,1.5,1.3,0.01692,0.00206,,,25-Apr-2017,
757,mepo,1,3,1.3,1.2,0.01362,0.00156,,,25-Apr-2017,
757,vuma,1,1,2.8,0.1,0.00568,,,,25-Apr-2017,
757,vuma,1,2,3.3,0.1,0.00631,,,,25-Apr-2017,
757,vuma,1,3,3.2,0.1,0.00492,,,,25-Apr-2017,
757,vuma,2,1,7.2,0.2,0.02248,,,,25-Apr-2017,"leaf curling, double for leaf area"
757,vuma,2,2,6.7,0.2,0.02129,,,,25-Apr-2017,
757,vuma,2,3,2.9,0.1,0.00949,,,,25-Apr-2017,
757,vuma,3,1,3.5,0.1,0.00667,,,,25-Apr-2017,
757,vuma,3,2,3.1,0.1,0.00457,,,,25-Apr-2017,
757,vuma,3,3,2.7,0.1,0.0044,,,,25-Apr-2017,
757,vuma,4,1,1.6,0.2,0.01011,,,,25-Apr-2017,check for leaf curl
757,vuma,4,2,4,0.2,0.01452,,,,25-Apr-2017,
757,vuma,4,3,3.3,0.1,0.00658,,,,25-Apr-2017,
757,vuma,5,1,4.7,0.2,0.01438,,,,25-Apr-2017,
757,vuma,5,2,3.2,0.1,0.00649,,,,25-Apr-2017,
757,vuma,5,3,6.5,0.2,0.02237,,,,25-Apr-2017,
757,laca,1,1,2.1,0.2,0.01486,,,,25-Apr-2017,
757,laca,1,2,1.9,0.2,0.01348,,,,25-Apr-2017,
757,laca,1,3,1.7,0.2,0.01018,,,,25-Apr-2017,
757,laca,2,1,2.2,0.4,0.01826,,,,25-Apr-2017,
757,laca,2,2,1.8,0.3,0.01013,,,,25-Apr-2017,
757,laca,2,3,1.7,0.3,0.01078,,,,25-Apr-2017,
757,laca,3,1,2,0.2,0.0158,,,,25-Apr-2017,
757,laca,3,2,2,0.3,0.01533,,,,25-Apr-2017,
757,laca,3,3,1.6,0.2,0.01158,,,,25-Apr-2017,
757,laca,4,1,1.3,0.2,0.00725,,,,25-Apr-2017,
757,laca,4,2,2,0.2,0.01147,,,,25-Apr-2017,
757,laca,4,3,1,0.2,0.00403,,,,25-Apr-2017,
757,laca,5,1,1.6,0.3,0.01154,,,,25-Apr-2017,
757,laca,5,2,1.9,0.5,0.02409,,,,25-Apr-2017,
757,laca,5,3,0.8,0.2,0.00581,,,,25-Apr-2017,
757,saco,1,1,2.7,1.8,0.08952,0.02835,,,25-Apr-2017,
757,saco,1,2,3,1.9,0.10928,0.03511,,,25-Apr-2017,
757,saco,1,3,2.8,1.6,0.08831,0.0273,,,25-Apr-2017,
757,saco,2,1,6.4,4.3,0.46033,0.16776,,,25-Apr-2017,
757,saco,2,2,3.5,1.9,0.09945,0.09945,,,25-Apr-2017,
757,saco,2,3,4.6,2.5,0.17255,0.05876,,,25-Apr-2017,
757,saco,3,1,3.5,2.5,0.15078,0.02505,,,25-Apr-2017,
757,saco,3,2,2.2,1.2,0.04853,0.00582,,,25-Apr-2017,
757,saco,3,3,2.9,1.7,0.08272,0.02053,,,25-Apr-2017,
757,saco,4,1,2.5,1.5,0.10444,0.02922,,,25-Apr-2017,
757,saco,4,2,2.5,1.8,0.11566,0.0364,,,25-Apr-2017,
757,saco,4,3,1.7,0.8,0.03846,0.00184,,,25-Apr-2017,
757,saco,5,1,2.3,1.6,0.08098,0.01709,,,25-Apr-2017,
757,saco,5,2,2.7,1.5,0.08542,0.01563,,,25-Apr-2017,
757,saco,5,3,1.8,1,0.03936,0.00795,,,25-Apr-2017,
757,chgl,1,1,3.3,0.8,0.06201,,,,25-Apr-2017,
757,chgl,1,2,2.2,0.9,0.03872,,,,25-Apr-2017,
757,chgl,1,3,2.5,0.7,0.04203,,,,25-Apr-2017,
757,chgl,2,1,1.8,0.3,0.01934,,,,25-Apr-2017,
757,chgl,2,2,1.8,0.2,0.01702,,,,25-Apr-2017,
757,chgl,2,3,1.6,0.3,0.01414,,,,25-Apr-2017,
757,chgl,3,1,2.7,0.9,0.04723,,,,25-Apr-2017,
757,chgl,3,2,2.3,0.9,0.03669,,,,25-Apr-2017,
757,chgl,3,3,2.3,0.5,0.03127,,,,25-Apr-2017,
757,pler,1,1,6.4,0.4,0.05389,,,,25-Apr-2017,
757,pler,1,2,6.1,0.4,0.03802,,,,25-Apr-2017,
757,pler,1,3,6,0.2,0.02399,,,,25-Apr-2017,
757,pler,2,1,6.2,0.4,0.05443,,,,25-Apr-2017,
757,pler,2,2,6.2,0.4,0.04214,,,,25-Apr-2017,
757,pler,2,3,5.7,0.3,0.02836,,,,25-Apr-2017,
757,pler,3,1,8.5,0.4,0.06568,,,,25-Apr-2017,
757,pler,3,2,8.7,0.4,0.05613,,,,25-Apr-2017,
757,pler,3,3,5.4,0.2,0.02247,,,,25-Apr-2017,
757,pler,4,1,7.6,0.4,0.09561,,,,25-Apr-2017,
757,pler,4,2,7.6,0.4,0.0544,,,,25-Apr-2017,
757,pler,4,3,6.7,0.4,0.03731,,,,25-Apr-2017,
757,pler,5,1,8.6,0.4,0.08626,,,,25-Apr-2017,
757,pler,5,2,6.3,0.3,0.02619,,,,25-Apr-2017,
757,pler,5,3,6,0.3,0.02342,,,,25-Apr-2017,
