sequence,date,species,USDA_symbol,plot,plant_number,leaf_number,petiole,leaf_length_cm,leaf_width_cm,wet_mass_g,dry_mass_g,SLA,LDMC,LA,censor
1672,2017-04-26,homu,HOMU,760,1,1,FALSE,2.6,0.4,0.01097,0.00351,200.56980056980055,0.31996353691886964,0.704,FALSE
1672,2017-04-26,homu,HOMU,760,1,1,FALSE,2.6,0.4,0.01097,0.00351,211.11111111111111,0.31996353691886964,0.741,FALSE
1672,2017-04-26,homu,HOMU,760,1,1,FALSE,2.6,0.4,0.01097,0.00351,191.45299145299145,0.31996353691886964,0.672,FALSE
1673,2017-04-26,homu,HOMU,760,1,2,FALSE,2.6,0.4,0.0107,0.00324,NA,0.30280373831775703,NA,FALSE
1674,2017-04-26,homu,HOMU,760,1,3,FALSE,2.4,0.4,0.00997,0.0032,NA,0.32096288866599804,NA,FALSE
1675,2017-04-26,homu,HOMU,760,2,1,FALSE,2.6,0.4,0.01085,0.00344,NA,0.3170506912442396,NA,FALSE
1676,2017-04-26,homu,HOMU,760,2,2,FALSE,3,0.5,0.01469,0.00446,157.84753363228697,0.30360789652825054,0.704,FALSE
1676,2017-04-26,homu,HOMU,760,2,2,FALSE,3,0.5,0.01469,0.00446,215.91928251121072,0.30360789652825054,0.963,FALSE
1676,2017-04-26,homu,HOMU,760,2,2,FALSE,3,0.5,0.01469,0.00446,126.90582959641253,0.30360789652825054,0.566,FALSE
1677,2017-04-26,homu,HOMU,760,2,3,FALSE,2,0.4,0.00794,0.00278,NA,0.3501259445843829,NA,FALSE
1678,2017-04-26,homu,HOMU,760,3,1,FALSE,2.9,0.4,0.01136,0.00353,NA,0.3107394366197183,NA,FALSE
1679,2017-04-26,homu,HOMU,760,3,2,FALSE,3.2,0.4,0.01273,0.00362,NA,0.28436763550667715,NA,FALSE
1680,2017-04-26,homu,HOMU,760,3,3,FALSE,2.5,0.4,0.00885,0.00278,307.55395683453236,0.3141242937853107,0.855,FALSE
1680,2017-04-26,homu,HOMU,760,3,3,FALSE,2.5,0.4,0.00885,0.00278,329.49640287769785,0.3141242937853107,0.916,FALSE
1680,2017-04-26,homu,HOMU,760,3,3,FALSE,2.5,0.4,0.00885,0.00278,253.23741007194243,0.3141242937853107,0.704,FALSE
1681,2017-04-26,homu,HOMU,760,4,1,FALSE,2.9,0.4,0.01132,0.00352,NA,0.31095406360424027,NA,FALSE
1682,2017-04-26,homu,HOMU,760,4,2,FALSE,4.2,0.4,0.01882,0.00587,NA,0.31190223166843783,NA,FALSE
1683,2017-04-26,homu,HOMU,760,4,3,FALSE,3,0.4,0.01181,0.0037,NA,0.3132938187976292,NA,FALSE
1684,2017-04-26,homu,HOMU,760,5,1,FALSE,3.5,0.4,0.01646,0.00418,NA,0.2539489671931956,NA,FALSE
1685,2017-04-26,homu,HOMU,760,5,2,FALSE,4.3,0.4,0.01557,0.00492,NA,0.3159922928709056,NA,FALSE
1686,2017-04-26,homu,HOMU,760,5,3,FALSE,5.8,0.4,0.02209,0.00645,NA,0.29198732458125853,NA,FALSE
1687,2017-04-26,eupe,EUSP,760,1,1,FALSE,1,0.6,0.00637,NA,NA,NA,NA,FALSE
1688,2017-04-26,eupe,EUSP,760,1,2,FALSE,0.9,0.6,0.00594,NA,NA,NA,NA,FALSE
1689,2017-04-26,eupe,EUSP,760,1,3,FALSE,0.7,0.6,0.00484,NA,NA,NA,NA,FALSE
1690,2017-04-26,eupe,EUSP,760,2,1,FALSE,1.4,0.6,0.01011,NA,NA,NA,NA,FALSE
1691,2017-04-26,eupe,EUSP,760,2,2,FALSE,0.9,0.6,0.00518,NA,NA,NA,NA,FALSE
1692,2017-04-26,eupe,EUSP,760,2,3,FALSE,1,0.6,0.00546,NA,NA,NA,NA,FALSE
1693,2017-04-26,mica,MICA,760,1,1,FALSE,1.5,0.4,0.00449,NA,NA,NA,NA,FALSE
1694,2017-04-26,mica,MICA,760,1,2,FALSE,1.4,0.4,0.00442,NA,NA,NA,NA,FALSE
1695,2017-04-26,mica,MICA,760,1,3,FALSE,1.4,0.3,0.00446,NA,NA,NA,NA,FALSE
1696,2017-04-26,mica,MICA,760,2,1,FALSE,1.1,0.3,0.00332,NA,NA,NA,NA,FALSE
1697,2017-04-26,mica,MICA,760,2,2,FALSE,1.1,0.3,0.00302,NA,NA,NA,NA,FALSE
1698,2017-04-26,mica,MICA,760,2,3,FALSE,1.2,0.3,0.00337,NA,NA,NA,NA,FALSE
1699,2017-04-26,vuma,NA,760,1,1,FALSE,3.2,0.2,0.00528,0.00178,NA,0.3371212121212121,NA,FALSE
1700,2017-04-26,vuma,NA,760,1,2,FALSE,2.9,0.2,0.00597,0.00197,NA,0.32998324958123953,NA,FALSE
1701,2017-04-26,vuma,NA,760,1,3,FALSE,3.5,0.2,0.00958,0.0031,NA,0.32359081419624214,NA,FALSE
1702,2017-04-26,vuma,NA,760,2,1,FALSE,4.8,0.2,0.01189,0.00424,NA,0.3566021867115223,NA,FALSE
1703,2017-04-26,vuma,NA,760,2,2,FALSE,4.3,0.3,0.1096,0.00408,NA,0.03722627737226278,NA,FALSE
1704,2017-04-26,vuma,NA,760,2,3,FALSE,4.3,0.2,0.01048,0.00377,NA,0.3597328244274809,NA,FALSE
1705,2017-04-26,vuma,NA,760,3,1,FALSE,3.7,0.2,0.00741,0.00241,NA,0.32523616734143046,NA,FALSE
1706,2017-04-26,vuma,NA,760,3,2,FALSE,4.5,0.3,0.01093,0.00378,NA,0.3458371454711802,NA,FALSE
1707,2017-04-26,vuma,NA,760,3,3,FALSE,4.9,0.2,0.01063,0.0036,NA,0.3386641580432737,NA,NA
1708,2017-04-26,aghe,URLI5,760,1,1,FALSE,7.2,0.3,0.02328,NA,NA,NA,NA,FALSE
1709,2017-04-26,aghe,URLI5,760,1,2,FALSE,6.5,0.3,0.01741,NA,NA,NA,NA,FALSE
1710,2017-04-26,aghe,URLI5,760,1,3,FALSE,9.3,0.3,0.07162,NA,NA,NA,NA,FALSE
1711,2017-04-26,aghe,URLI5,760,2,1,FALSE,8.5,0.4,0.04298,NA,NA,NA,NA,FALSE
1712,2017-04-26,aghe,URLI5,760,2,2,FALSE,9,0.4,0.03417,NA,NA,NA,NA,FALSE
1713,2017-04-26,aghe,URLI5,760,2,3,FALSE,8.2,0.4,0.02702,NA,NA,NA,NA,FALSE
1714,2017-04-26,aghe,URLI5,760,3,1,FALSE,6,0.4,0.02699,NA,NA,NA,NA,FALSE
1715,2017-04-26,aghe,URLI5,760,3,2,FALSE,9.2,0.5,0.05061,NA,NA,NA,NA,FALSE
1716,2017-04-26,aghe,URLI5,760,3,3,FALSE,9.5,0.4,0.05258,NA,NA,NA,NA,FALSE
1717,2017-04-27,mepo,MEPO3,753,1,1,FALSE,1.2,1.5,0.01739,0.00481,253.22245322245323,0.2765957446808511,1.218,FALSE
1717,2017-04-27,mepo,MEPO3,753,1,1,FALSE,1.2,1.5,0.01739,0.00481,205.8212058212058,0.2765957446808511,0.99,FALSE
1717,2017-04-27,mepo,MEPO3,753,1,1,FALSE,1.2,1.5,0.01739,0.00481,188.56548856548858,0.2765957446808511,0.907,FALSE
1718,2017-04-27,mepo,MEPO3,753,1,2,FALSE,1.1,1.5,0.0169,0.00446,NA,0.26390532544378703,NA,FALSE
1719,2017-04-27,mepo,MEPO3,753,1,3,FALSE,1,1.4,0.01708,0.00484,NA,0.28337236533957844,NA,FALSE
1720,2017-04-27,mepo,MEPO3,753,2,1,FALSE,1.2,1.7,0.01512,0.00534,NA,0.3531746031746032,NA,FALSE
1721,2017-04-27,mepo,MEPO3,753,2,2,FALSE,1.2,1.7,0.01776,0.00605,180.16528925619838,0.3406531531531531,1.09,FALSE
1721,2017-04-27,mepo,MEPO3,753,2,2,FALSE,1.2,1.7,0.01776,0.00605,204.62809917355372,0.3406531531531531,1.238,FALSE
1721,2017-04-27,mepo,MEPO3,753,2,2,FALSE,1.2,1.7,0.01776,0.00605,267.43801652892563,0.3406531531531531,1.618,FALSE
1722,2017-04-27,mepo,MEPO3,753,2,3,FALSE,1.2,2,0.02702,0.00786,NA,0.29089563286454484,NA,FALSE
1723,2017-04-27,mica,MICA,753,1,1,FALSE,0.9,0.2,0.00147,3.1e-4,532.258064516129,0.2108843537414966,0.165,FALSE
1723,2017-04-27,mica,MICA,753,1,1,FALSE,0.9,0.2,0.00147,3.1e-4,400,0.2108843537414966,0.124,FALSE
1723,2017-04-27,mica,MICA,753,1,1,FALSE,0.9,0.2,0.00147,3.1e-4,441.9354838709678,0.2108843537414966,0.137,FALSE
1724,2017-04-27,mica,MICA,753,1,2,FALSE,0.8,0.2,0.00128,4.1e-4,NA,0.32031249999999994,NA,FALSE
1725,2017-04-27,mica,MICA,753,1,3,FALSE,0.9,0.2,0.00144,4.3e-4,NA,0.2986111111111111,NA,FALSE
1726,2017-04-27,aghe,URLI5,753,1,1,FALSE,8.4,1.2,0.04614,0.00817,180.6609547123623,0.17706978760294756,1.476,FALSE
1726,2017-04-27,aghe,URLI5,753,1,1,FALSE,8.4,1.2,0.04614,0.00817,233.78212974296204,0.17706978760294756,1.91,FALSE
1726,2017-04-27,aghe,URLI5,753,1,1,FALSE,8.4,1.2,0.04614,0.00817,265.1162790697674,0.17706978760294756,2.166,FALSE
1727,2017-04-27,aghe,URLI5,753,1,2,FALSE,9.5,1,0.05949,0.00978,NA,0.16439737771053958,NA,FALSE
1728,2017-04-27,aghe,URLI5,753,1,3,FALSE,10.4,2.5,0.07345,0.01213,NA,0.16514635806671205,NA,FALSE
1729,2017-04-27,mepo,MEPO3,754,1,1,FALSE,1.5,1.9,0.02994,0.00765,192.0261437908497,0.25551102204408815,1.469,FALSE
1729,2017-04-27,mepo,MEPO3,754,1,1,FALSE,1.5,1.9,0.02994,0.00765,163.921568627451,0.25551102204408815,1.254,FALSE
1729,2017-04-27,mepo,MEPO3,754,1,1,FALSE,1.5,1.9,0.02994,0.00765,191.37254901960785,0.25551102204408815,1.464,FALSE
1730,2017-04-27,mepo,MEPO3,754,1,2,FALSE,1.4,1.7,0.02519,0.00699,NA,0.27749106788408096,NA,FALSE
1731,2017-04-27,mepo,MEPO3,754,1,3,FALSE,1.5,2,0.02581,0.00741,NA,0.28709802402169704,NA,FALSE
1732,2017-04-27,mepo,MEPO3,754,2,1,FALSE,1.1,1.5,0.0162,0.00481,NA,0.2969135802469136,NA,FALSE
1733,2017-04-27,mepo,MEPO3,754,2,2,FALSE,1.2,1.6,0.01515,0.00438,245.43378995433787,0.28910891089108914,1.075,FALSE
1733,2017-04-27,mepo,MEPO3,754,2,2,FALSE,1.2,1.6,0.01515,0.00438,265.5251141552511,0.28910891089108914,1.163,FALSE
1733,2017-04-27,mepo,MEPO3,754,2,2,FALSE,1.2,1.6,0.01515,0.00438,176.25570776255708,0.28910891089108914,0.772,FALSE
1734,2017-04-27,mepo,MEPO3,754,2,3,FALSE,1.1,1.2,0.01004,0.00263,NA,0.26195219123505975,NA,FALSE
1735,2017-04-27,mepo,MEPO3,754,3,1,FALSE,1.5,2,0.0272,0.00789,NA,0.2900735294117647,NA,FALSE
1736,2017-04-27,mepo,MEPO3,754,3,2,FALSE,1.1,1.6,0.01589,0.00474,NA,0.2983008181246067,NA,FALSE
1737,2017-04-27,mepo,MEPO3,754,3,3,FALSE,1.2,1.8,0.02038,0.00597,277.05192629815747,0.2929342492639843,1.654,FALSE
1737,2017-04-27,mepo,MEPO3,754,3,3,FALSE,1.2,1.8,0.02038,0.00597,183.5845896147404,0.2929342492639843,1.096,FALSE
1737,2017-04-27,mepo,MEPO3,754,3,3,FALSE,1.2,1.8,0.02038,0.00597,211.55778894472363,0.2929342492639843,1.263,FALSE
1738,2017-04-27,mepo,MEPO3,754,4,1,FALSE,1.1,1.7,0.02211,0.00636,NA,0.28765264586160105,NA,FALSE
1739,2017-04-27,mepo,MEPO3,754,4,2,FALSE,1.1,2,0.02142,0.00739,NA,0.3450046685340803,NA,FALSE
1740,2017-04-27,mepo,MEPO3,754,4,3,FALSE,1.5,2.2,0.03173,0.00932,NA,0.2937283328080681,NA,FALSE
1741,2017-04-27,mepo,MEPO3,754,5,1,FALSE,1.2,1.8,0.0248,0.00574,NA,0.23145161290322583,NA,FALSE
1742,2017-04-27,mepo,MEPO3,754,5,2,FALSE,1.2,1.8,0.02081,0.00579,NA,0.2782316194137434,NA,FALSE
1743,2017-04-27,mepo,MEPO3,754,5,3,FALSE,1.4,1.9,0.02086,0.00636,NA,0.30488974113135187,NA,FALSE
1744,2017-04-27,eupe,EUSP,753,1,1,FALSE,1.3,0.9,0.01033,0.00256,315.625,0.24782187802516942,0.808,FALSE
1744,2017-04-27,eupe,EUSP,753,1,1,FALSE,1.3,0.9,0.01033,0.00256,365.625,0.24782187802516942,0.936,FALSE
1744,2017-04-27,eupe,EUSP,753,1,1,FALSE,1.3,0.9,0.01033,0.00256,296.484375,0.24782187802516942,0.759,FALSE
1745,2017-04-27,eupe,EUSP,753,1,2,FALSE,1.4,1,0.0131,0.00355,NA,0.27099236641221375,NA,FALSE
1746,2017-04-27,eupe,EUSP,753,1,3,FALSE,1.6,0.7,0.01364,0.00337,NA,0.24706744868035194,NA,FALSE
1747,2017-04-27,eupe,EUSP,753,2,1,FALSE,1.3,0.9,0.01114,0.00305,NA,0.2737881508078995,NA,FALSE
1748,2017-04-27,eupe,EUSP,753,2,2,FALSE,1.4,0.9,0.01357,0.00378,201.32275132275132,0.27855563743551953,0.761,FALSE
1748,2017-04-27,eupe,EUSP,753,2,2,FALSE,1.4,0.9,0.01357,0.00378,244.1798941798942,0.27855563743551953,0.923,FALSE
1748,2017-04-27,eupe,EUSP,753,2,2,FALSE,1.4,0.9,0.01357,0.00378,143.65079365079367,0.27855563743551953,0.543,FALSE
1749,2017-04-27,eupe,EUSP,753,2,3,FALSE,1.4,0.6,0.00844,0.00222,NA,0.2630331753554503,NA,FALSE
1750,2017-04-27,eupe,EUSP,753,3,1,FALSE,1.3,0.6,0.00864,0.00239,NA,0.2766203703703704,NA,FALSE
1751,2017-04-27,eupe,EUSP,753,3,2,FALSE,1.3,0.8,0.01073,0.00264,NA,0.24603914259086673,NA,FALSE
1752,2017-04-27,eupe,EUSP,753,3,3,FALSE,1.3,0.7,0.00884,0.00233,224.89270386266094,0.26357466063348417,0.524,FALSE
1752,2017-04-27,eupe,EUSP,753,3,3,FALSE,1.3,0.7,0.00884,0.00233,330.0429184549356,0.26357466063348417,0.769,FALSE
1752,2017-04-27,eupe,EUSP,753,3,3,FALSE,1.3,0.7,0.00884,0.00233,279.3991416309013,0.26357466063348417,0.651,FALSE
1753,2017-04-27,eupe,EUSP,753,4,1,FALSE,1.3,0.7,0.01054,0.00247,NA,0.23434535104364324,NA,FALSE
1754,2017-04-27,eupe,EUSP,753,4,2,FALSE,1,0.5,0.0083,0.00193,NA,0.23253012048192773,NA,FALSE
1755,2017-04-27,eupe,EUSP,753,4,3,FALSE,1.5,0.6,0.0114,0.00271,NA,0.23771929824561405,NA,FALSE
1756,2017-04-27,eupe,EUSP,753,5,1,FALSE,1,0.5,0.00519,0.00132,NA,0.2543352601156069,NA,FALSE
1757,2017-04-27,eupe,EUSP,753,5,2,FALSE,1,0.8,0.00839,0.00245,NA,0.29201430274135876,NA,FALSE
1758,2017-04-27,eupe,EUSP,753,5,3,FALSE,1,0.4,0.00427,0.00119,NA,0.2786885245901639,NA,FALSE
1759,2017-04-27,eupe,EUSP,742,1,1,FALSE,1.7,0.6,0.01106,0.00345,203.18840579710144,0.31193490054249545,0.701,FALSE
1759,2017-04-27,eupe,EUSP,742,1,1,FALSE,1.7,0.6,0.01106,0.00345,189.56521739130437,0.31193490054249545,0.654,FALSE
1759,2017-04-27,eupe,EUSP,742,1,1,FALSE,1.7,0.6,0.01106,0.00345,193.0434782608696,0.31193490054249545,0.666,FALSE
1760,2017-04-27,eupe,EUSP,742,1,2,FALSE,1.7,0.6,0.00917,0.00266,NA,0.29007633587786263,NA,FALSE
1761,2017-04-27,eupe,EUSP,742,1,3,FALSE,1.6,0.6,0.00956,0.00305,NA,0.3190376569037657,NA,FALSE
1762,2017-04-27,eupe,EUSP,742,2,1,FALSE,1.4,0.6,0.00735,0.00203,NA,0.2761904761904762,NA,FALSE
1763,2017-04-27,eupe,EUSP,742,2,2,FALSE,0.9,0.5,0.00467,0.00153,354.248366013072,0.32762312633832974,0.542,FALSE
1763,2017-04-27,eupe,EUSP,742,2,2,FALSE,0.9,0.5,0.00467,0.00153,247.7124183006536,0.32762312633832974,0.379,FALSE
1763,2017-04-27,eupe,EUSP,742,2,2,FALSE,0.9,0.5,0.00467,0.00153,173.8562091503268,0.32762312633832974,0.266,FALSE
1764,2017-04-27,eupe,EUSP,742,2,3,FALSE,0.8,0.5,0.00336,0.00115,NA,0.34226190476190477,NA,FALSE
1765,2017-04-27,eupe,EUSP,742,3,1,FALSE,1.1,0.5,0.00531,0.00167,NA,0.3145009416195857,NA,FALSE
1766,2017-04-27,eupe,EUSP,742,3,2,FALSE,1.3,0.5,0.00563,0.00169,NA,0.3001776198934281,NA,FALSE
1767,2017-04-27,eupe,EUSP,742,3,3,FALSE,1.2,0.5,0.00581,0.0019,230.52631578947367,0.3270223752151463,0.438,FALSE
1767,2017-04-27,eupe,EUSP,742,3,3,FALSE,1.2,0.5,0.00581,0.0019,236.31578947368422,0.3270223752151463,0.449,FALSE
1767,2017-04-27,eupe,EUSP,742,3,3,FALSE,1.2,0.5,0.00581,0.0019,238.94736842105263,0.3270223752151463,0.454,FALSE
1768,2017-04-27,eupe,EUSP,742,4,1,FALSE,1.7,0.7,0.01379,0.00394,NA,0.2857142857142857,NA,FALSE
1769,2017-04-27,eupe,EUSP,742,4,2,FALSE,0.9,0.6,0.00597,0.00193,NA,0.323283082077052,NA,FALSE
1770,2017-04-27,eupe,EUSP,742,4,3,FALSE,0.8,0.7,0.00486,0.00171,NA,0.35185185185185186,NA,FALSE
1771,2017-04-27,eupe,EUSP,742,5,1,FALSE,0.8,0.4,0.00275,7.9e-4,NA,0.2872727272727273,NA,FALSE
1772,2017-04-27,eupe,EUSP,742,5,2,FALSE,0.7,0.6,0.00453,0.00138,NA,0.3046357615894039,NA,FALSE
1773,2017-04-27,eupe,EUSP,742,5,3,FALSE,0.8,0.4,0.00294,9e-4,NA,0.30612244897959184,NA,FALSE
1774,2017-04-27,lowr,LOWR2,741,1,1,FALSE,1.6,1.4,0.03397,0.00499,184.16833667334672,0.14689431851633794,0.919,FALSE
1774,2017-04-27,lowr,LOWR2,741,1,1,FALSE,1.6,1.4,0.03397,0.00499,177.5551102204409,0.14689431851633794,0.886,FALSE
1774,2017-04-27,lowr,LOWR2,741,1,1,FALSE,1.6,1.4,0.03397,0.00499,136.6733466933868,0.14689431851633794,0.682,FALSE
1775,2017-04-27,lowr,LOWR2,741,1,2,FALSE,1.5,1.2,0.03634,0.00571,NA,0.15712713263621356,NA,FALSE
1776,2017-04-27,lowr,LOWR2,741,1,3,FALSE,1.3,1.2,0.02339,0.00377,NA,0.1611799914493373,NA,FALSE
1777,2017-04-27,lowr,LOWR2,741,2,1,FALSE,1.4,0.9,0.03189,0.00514,NA,0.16117905299466914,NA,FALSE
1778,2017-04-27,lowr,LOWR2,741,2,2,FALSE,1.4,0.8,0.03436,0.00525,169.14285714285714,0.15279394644935973,0.888,FALSE
1778,2017-04-27,lowr,LOWR2,741,2,2,FALSE,1.4,0.8,0.03436,0.00525,175.42857142857142,0.15279394644935973,0.921,FALSE
1778,2017-04-27,lowr,LOWR2,741,2,2,FALSE,1.4,0.8,0.03436,0.00525,113.33333333333331,0.15279394644935973,0.595,FALSE
1779,2017-04-27,lowr,LOWR2,741,2,3,FALSE,1.3,1.1,0.02121,0.00362,NA,0.17067421027817067,NA,FALSE
1780,2017-04-27,lowr,LOWR2,741,3,1,FALSE,1.5,1,0.0193,0.00301,NA,0.15595854922279792,NA,FALSE
1781,2017-04-27,lowr,LOWR2,741,3,2,FALSE,1.2,1.3,0.02438,0.00327,NA,0.13412633305988517,NA,FALSE
1782,2017-04-27,lowr,LOWR2,741,3,3,FALSE,1.2,0.9,0.01545,0.00229,324.4541484716157,0.14822006472491908,0.743,FALSE
1782,2017-04-27,lowr,LOWR2,741,3,3,FALSE,1.2,0.9,0.01545,0.00229,339.30131004366814,0.14822006472491908,0.777,FALSE
1782,2017-04-27,lowr,LOWR2,741,3,3,FALSE,1.2,0.9,0.01545,0.00229,268.5589519650655,0.14822006472491908,0.615,FALSE
1783,2017-04-27,lowr,LOWR2,741,4,1,FALSE,1.2,1.2,0.01713,0.00235,NA,0.13718622300058378,NA,FALSE
1784,2017-04-27,lowr,LOWR2,741,4,2,FALSE,1.6,1.4,0.09938,0.01306,NA,0.1314147715838197,NA,FALSE
1785,2017-04-27,lowr,LOWR2,741,4,3,FALSE,1.1,1,0.01692,0.00177,NA,0.10460992907801418,NA,FALSE
1786,2017-04-27,lowr,LOWR2,741,5,1,FALSE,1.6,1.2,0.04347,0.00608,NA,0.13986657464918334,NA,FALSE
1787,2017-04-27,lowr,LOWR2,741,5,2,FALSE,1.8,1.3,0.06974,0.01031,NA,0.14783481502724405,NA,FALSE
1788,2017-04-27,lowr,LOWR2,741,5,3,FALSE,1.8,1.3,0.04928,0.00751,NA,0.15239448051948054,NA,FALSE
1789,2017-04-27,eupe,EUSP,743,1,1,FALSE,1.3,0.6,0.00934,0.00294,242.51700680272108,0.3147751605995717,0.713,FALSE
1789,2017-04-27,eupe,EUSP,743,1,1,FALSE,1.3,0.6,0.00934,0.00294,218.02721088435376,0.3147751605995717,0.641,FALSE
1789,2017-04-27,eupe,EUSP,743,1,1,FALSE,1.3,0.6,0.00934,0.00294,150,0.3147751605995717,0.441,FALSE
1790,2017-04-27,eupe,EUSP,743,1,2,FALSE,1.5,0.7,0.00941,0.00285,NA,0.3028692879914984,NA,FALSE
1791,2017-04-27,eupe,EUSP,743,1,3,FALSE,1.3,0.6,0.00633,0.00201,NA,0.3175355450236967,NA,FALSE
1792,2017-04-27,eupe,EUSP,743,2,1,FALSE,1,0.6,0.00692,0.0021,NA,0.30346820809248554,NA,FALSE
1793,2017-04-27,eupe,EUSP,743,2,2,FALSE,1,0.8,0.00737,0.00235,197.0212765957447,0.3188602442333786,0.463,FALSE
1793,2017-04-27,eupe,EUSP,743,2,2,FALSE,1,0.8,0.00737,0.00235,235.31914893617022,0.3188602442333786,0.553,FALSE
1793,2017-04-27,eupe,EUSP,743,2,2,FALSE,1,0.8,0.00737,0.00235,285.531914893617,0.3188602442333786,0.671,FALSE
1794,2017-04-27,eupe,EUSP,743,2,3,FALSE,1.8,0.9,0.00896,0.0029,NA,0.3236607142857143,NA,FALSE
1795,2017-04-27,eupe,EUSP,743,3,1,FALSE,1.3,0.5,0.00613,0.00193,NA,0.31484502446982054,NA,FALSE
1796,2017-04-27,eupe,EUSP,743,3,2,FALSE,1.3,0.3,0.00671,0.00201,NA,0.2995529061102832,NA,FALSE
1797,2017-04-27,eupe,EUSP,743,3,3,FALSE,0.8,0.7,0.00524,0.00185,251.8918918918919,0.3530534351145038,0.466,FALSE
1797,2017-04-27,eupe,EUSP,743,3,3,FALSE,0.8,0.7,0.00524,0.00185,275.6756756756757,0.3530534351145038,0.51,FALSE
1797,2017-04-27,eupe,EUSP,743,3,3,FALSE,0.8,0.7,0.00524,0.00185,224.3243243243243,0.3530534351145038,0.415,FALSE
1798,2017-04-27,eupe,EUSP,743,4,1,FALSE,0.9,0.4,0.00315,9.6e-4,NA,0.3047619047619048,NA,FALSE
1799,2017-04-27,eupe,EUSP,743,4,2,FALSE,0.8,0.5,0.0026,8.2e-4,NA,0.3153846153846154,NA,FALSE
1800,2017-04-27,eupe,EUSP,743,4,3,FALSE,0.8,0.4,0.00314,9.8e-4,NA,0.31210191082802546,NA,FALSE
1801,2017-04-27,saco,SACO6,743,1,1,FALSE,2,1.3,0.04996,0.01158,111.48531951640759,0.23178542834267415,1.291,FALSE
1801,2017-04-27,saco,SACO6,743,1,1,FALSE,2,1.3,0.04996,0.01158,120.63903281519862,0.23178542834267415,1.397,FALSE
1801,2017-04-27,saco,SACO6,743,1,1,FALSE,2,1.3,0.04996,0.01158,92.31433506044904,0.23178542834267415,1.069,FALSE
1802,2017-04-27,saco,SACO6,743,1,2,FALSE,1.9,1.3,0.047322,0.01212,NA,0.25611766197540253,NA,FALSE
1803,2017-04-27,saco,SACO6,743,1,3,FALSE,1.8,1.1,0.03537,0.00903,NA,0.2553011026293469,NA,FALSE
1804,2017-04-27,lowr,LOWR2,743,1,1,FALSE,1.3,1,0.0303,0.00586,98.80546075085324,0.19339933993399339,0.579,FALSE
1804,2017-04-27,lowr,LOWR2,743,1,1,FALSE,1.3,1,0.0303,0.00586,84.47098976109216,0.19339933993399339,0.495,FALSE
1804,2017-04-27,lowr,LOWR2,743,1,1,FALSE,1.3,1,0.0303,0.00586,98.97610921501706,0.19339933993399339,0.58,FALSE
1805,2017-04-27,lowr,LOWR2,743,1,2,FALSE,1.2,1,0.02556,0.00525,NA,0.20539906103286387,NA,FALSE
1806,2017-04-27,lowr,LOWR2,743,1,3,FALSE,1.6,1.4,0.0286,0.00523,NA,0.18286713286713288,NA,FALSE
1807,2017-04-27,lowr,LOWR2,743,2,1,FALSE,1.3,1.2,0.02719,0.00545,NA,0.20044133872747336,NA,FALSE
1808,2017-04-27,lowr,LOWR2,743,2,2,FALSE,1.4,1,0.01964,0.00412,144.17475728155338,0.20977596741344195,0.594,FALSE
1808,2017-04-27,lowr,LOWR2,743,2,2,FALSE,1.4,1,0.01964,0.00412,112.37864077669903,0.20977596741344195,0.463,FALSE
1808,2017-04-27,lowr,LOWR2,743,2,2,FALSE,1.4,1,0.01964,0.00412,66.99029126213593,0.20977596741344195,0.276,FALSE
1809,2017-04-27,lowr,LOWR2,743,2,3,FALSE,1,1,0.0119,0.00241,NA,0.20252100840336132,NA,FALSE
1810,2017-04-27,lowr,LOWR2,743,3,1,FALSE,1.3,1,0.03789,0.00737,NA,0.19451042491422538,NA,FALSE
1811,2017-04-27,lowr,LOWR2,743,3,2,FALSE,1.4,1,0.03613,0.00745,NA,0.20619983393301963,NA,FALSE
1812,2017-04-27,lowr,LOWR2,743,3,3,FALSE,1.3,1,0.03838,0.00785,103.56687898089172,0.20453361125586242,0.813,FALSE
1812,2017-04-27,lowr,LOWR2,743,3,3,FALSE,1.3,1,0.03838,0.00785,92.86624203821657,0.20453361125586242,0.729,FALSE
1812,2017-04-27,lowr,LOWR2,743,3,3,FALSE,1.3,1,0.03838,0.00785,95.03184713375796,0.20453361125586242,0.746,FALSE
1813,2017-04-27,amme,AMME,753,1,1,FALSE,2.5,0.6,0.03602,0.00632,171.36075949367088,0.17545807884508605,1.083,FALSE
1813,2017-04-27,amme,AMME,753,1,1,FALSE,2.5,0.6,0.03602,0.00632,288.7658227848101,0.17545807884508605,1.825,FALSE
1813,2017-04-27,amme,AMME,753,1,1,FALSE,2.5,0.6,0.03602,0.00632,167.5632911392405,0.17545807884508605,1.059,FALSE
1814,2017-04-27,amme,AMME,753,1,2,FALSE,2.8,0.6,0.0755,0.01398,NA,0.1851655629139073,NA,FALSE
1815,2017-04-27,amme,AMME,753,1,3,FALSE,2.2,0.6,0.03778,0.00628,NA,0.16622551614610906,NA,FALSE
1816,2017-04-27,amme,AMME,753,2,1,FALSE,2,0.06,0.02218,0.00378,NA,0.1704238052299369,NA,FALSE
1817,2017-04-27,amme,AMME,753,2,2,FALSE,1.4,0.5,0.01601,0.00278,241.36690647482015,0.1736414740787008,0.671,FALSE
1817,2017-04-27,amme,AMME,753,2,2,FALSE,1.4,0.5,0.01601,0.00278,176.25899280575538,0.1736414740787008,0.49,FALSE
