Name,Count,Total Area,Average Size,%Area,Mean,
750-chgl-p4-l1,1,0.956,0.956,2.559,254.981,
750-chgl-p4-l2,1,0.478,0.478,1.28,254.818,
750-chgl-p4-l3,1,0.654,0.654,1.751,255,
750-chgl-p5-l1,1,1.062,1.062,2.972,254.987,
750-chgl-p5-l2,1,1.242,1.242,3.474,254.978,
750-chgl-p5-l3,1,1.122,1.122,3.14,254.992,
lebo-p1-l1,1,2.209,2.209,7.209,255,
lebo-p1-l2,1,2.617,2.617,8.539,255,
lebo-p1-l3,1,1.024,1.024,3.342,255,
lebo-p2-l1,1,1.466,1.466,5.485,255,
lebo-p2-l2,1,1.402,1.402,5.247,255,
lebo-p2-l3,1,0.914,0.914,3.421,255,
lebo-p3-l1,1,1.672,1.672,2.795,255,
lebo-p3-l2,1,1.446,1.446,2.417,255,
lebo-p3-l3,1,1.204,1.204,2.013,255,
lebo-p4-l1,1,2.019,2.019,2.844,255,
lebo-p4-l2,1,2.026,2.026,2.854,255,
lebo-p4-l3,3,1.13,0.377,1.591,255,
lebo-p5-l1,4,1.943,0.486,2.199,255,
lebo-p5-l2,1,2.428,2.428,2.749,255,
lebo-p5-l3,3,1.159,0.386,1.312,255,
lebo-p6-l1,4,2.035,0.509,3.311,255,
lebo-p6-l2,1,1.277,1.277,2.078,255,
lebo-p6-l3,1,1.213,1.213,1.974,255,
lebo-p7-l1,1,2.12,2.12,4.826,255,
lebo-p7-l2,1,1.251,1.251,2.848,255,
lebo-p7-l3,1,1.016,1.016,2.313,255,
lebo-p8-l1,1,2.508,2.508,5.464,255,
lebo-p8-l2,1,3.49,3.49,7.605,255,
lebo-p8-l3,1,1.323,1.323,2.882,255,
741-saco-p1-l1,1,3.717,3.717,8.229,255,
741-saco-p1-l2,1,2.914,2.914,6.452,255,
741-saco-p1-l3,1,2.447,2.447,5.419,255,
741-saco-p2-l1,1,2.824,2.824,8.611,255,
741-saco-p2-l2,1,3.149,3.149,9.6,255,
741-saco-p2-l3,1,1.918,1.918,5.848,255,
741-saco-p3-l1,1,1.473,1.473,5.113,255,
741-saco-p3-l2,1,1.583,1.583,5.495,255,
741-saco-p3-l3,1,1.246,1.246,4.327,255,
742-amme-p1-l1,1,1.547,1.547,4.074,255,
742-amme-p1-l2,1,1.43,1.43,3.764,255,
742-amme-p1-l3,1,0.952,0.952,2.506,255,
742-amme-p2-l1,1,0.888,0.888,3.537,255,
742-amme-p2-l2,1,0.779,0.779,3.1,255,
742-amme-p2-l3,1,0.591,0.591,2.354,255,
741-aghe-p1-l1,1,0.644,0.644,1.758,255,
741-aghe-p1-l2,1,0.598,0.598,1.63,255,
741-aghe-p1-l3,1,0.701,0.701,1.912,255,
741-pler-p1-l1,1,1.131,1.131,3.163,255,
741-pler-p1-l2,1,1.006,1.006,2.813,255,
741-pler-p1-l3,1,0.553,0.553,1.546,255,
741-pler-p2-l1,1,2.57,2.57,6.524,255,
741-pler-p2-l2,1,2.278,2.278,5.781,255,
741-pler-p2-l3,1,1.785,1.785,4.53,255,
741-pler-p3-l1,1,1.862,1.862,4.047,255,
741-pler-p3-l2,1,0.903,0.903,1.962,255,
741-pler-p3-l3,1,1.88,1.88,4.084,255,
741-pler-p4-l1,2,1.522,0.761,2.484,255,
741-pler-p4-l2,1,1.465,1.465,2.391,255,
741-pler-p4-l3,1,1.585,1.585,2.587,255,
741-pler-p5-l1,1,1.54,1.54,2.072,255,
741-pler-p5-l2,2,1.435,0.718,1.932,255,
741-pler-p5-l3,1,1.107,1.107,1.49,255,
741-mepo-p1-l1,2,0.335,0.167,0.598,255,
741-mepo-p1-l2,2,0.438,0.219,0.782,255,
741-mepo-p1-l3,2,0.247,0.124,0.442,255,
749-homu-p1-l1,3,2.458,0.819,4.715,255,
749-homu-p1-l2,1,2.212,2.212,4.244,255,
749-homu-p1-l3,2,3.312,1.656,6.353,255,
749-homu-p2-l1,3,2.04,0.68,5.308,255,
749-homu-p2-l2,2,2.089,1.045,5.437,255,
749-homu-p2-l3,3,2.354,0.785,6.125,255,
749-homu-p3-l1,3,2.76,0.92,4.866,255,
749-homu-p3-l2,3,1.976,0.659,3.484,255,
749-homu-p3-l3,1,2.134,2.134,3.763,255,
749-homu-p4-l1,1,2.561,2.561,4.626,255,
749-homu-p4-l2,4,2.706,0.677,4.888,255,
749-homu-p4-l3,3,2.895,0.965,5.23,255,
749-homu-p5-l1,4,4.641,1.16,4.906,255,
749-homu-p5-l2,4,4.383,1.096,4.633,255,
749-homu-p5-l3,3,3.628,1.209,3.835,255,
741-homu-p1-l1,1,1.748,1.748,4.157,255,
741-homu-p1-l2,2,2.243,1.121,5.333,255,
741-homu-p1-l3,2,2.37,1.185,5.636,255,
741-homu-p2-l1,1,1.273,1.273,1.578,255,
741-homu-p2-l2,1,1.1,1.1,1.363,255,
741-homu-p2-l3,3,1.718,0.573,2.129,255,
741-homu-p3-l1,3,1.547,0.516,2.394,255,
741-homu-p3-l2,1,1.459,1.459,2.257,255,
741-homu-p3-l3,1,1.606,1.606,2.484,255,
741-homu-p4-l1,3,1.996,0.665,2.602,255,
741-homu-p4-l2,1,1.237,1.237,1.612,255,
741-homu-p4-l3,1,1.992,1.992,2.597,255,
741-homu-p5-l1,3,1.953,0.651,3.243,255,
741-homu-p5-l2,1,1.421,1.421,2.36,255,
741-homu-p5-l3,2,1.636,0.818,2.715,255,
749-aghe-p2-l2.jpeg,88,1.407,0.016,2.783,255,
749-aghe-p2-l3.jpeg,182,1.157,0.006,2.288,255,
749-aghe-p3-l1.jpeg,1,1.275,1.275,1.477,255,
749-aghe-p3-l2.jpeg,4,1.514,0.379,1.754,255,
749-aghe-p3-l3.jpeg,1,1.163,1.163,1.347,255,
749-aghe-p4-l1.jpeg,1,1.712,1.712,1.089,255,
749-aghe-p4-l2.jpeg,1,2.08,2.08,1.323,255,
749-aghe-p4-l3.jpeg,1,2.136,2.136,1.359,255,
749-aghe-p5-l1.jpeg,2,1.152,0.576,2.079,255,
749-aghe-p5-l2.jpeg,1,1.715,1.715,3.096,255,
749-aghe-p5-l3.jpeg,1,1.855,1.855,3.35,255,
740-amme-p1-l1.jpeg,1,1.831,1.831,6.044,255,
740-amme-p1-l2.jpeg,1,1.686,1.686,5.564,255,
740-amme-p1-l3.jpeg,1,1.704,1.704,5.625,255,
746-aghe-p1-l1.jpeg,1,1.841,1.841,1.026,255,
746-aghe-p1-l2.jpeg,1,1.841,1.841,1.026,255,
746-aghe-p1-l3.jpeg,2,1.669,0.835,0.93,255,
746-aghe-p2-l1.jpeg,2,2.452,1.226,2.809,255,
746-aghe-p2-l2.jpeg,2,2.645,1.323,3.03,255,
746-aghe-p2-l3.jpeg,1,2.384,2.384,2.731,255,
746-aghe-p3-l1.jpeg,1,2.185,2.185,3.684,255,
746-aghe-p3-l2.jpeg,2,1.633,0.817,2.755,255,
746-aghe-p3-l3.jpeg,2,1.276,0.638,2.152,255,
746-aghe-p4-l1.jpeg,1,2.208,2.208,1.947,255,
746-aghe-p4-l2.jpeg,1,1.71,1.71,1.508,255,
746-aghe-p4-l3.jpeg,1,1.616,1.616,1.425,255,
746-aghe-p5-l1.jpeg,1,3.076,3.076,3.754,255,
746-aghe-p5-l2.jpeg,1,3.256,3.256,3.974,255,
746-aghe-p5-l3.jpeg,1,2.528,2.528,3.085,255,
746-lowr-p1-l1.jpeg,4,0.708,0.177,1.531,255,
746-lowr-p1-l2.jpeg,4,0.754,0.188,1.63,255,All P5 leaves look curled
746-lowr-p1-l3.jpeg,4,0.525,0.131,1.136,255,
746-lowr-p2-l1.jpeg,4,0.664,0.166,1.036,255,
746-lowr-p2-l2.jpeg,4,0.377,0.094,0.589,255,
746-lowr-p2-l3.jpeg,3,0.624,0.208,0.974,255,
746-lowr-p3-l1.jpeg,3,0.629,0.21,1.176,249.698,
746-lowr-p3-l2.jpeg,5,0.713,0.143,1.334,247.141,
746-lowr-p3-l3.jpeg,5,0.503,0.101,0.94,245.654,
746-lowr-p4-l1.jpeg,5,0.815,0.163,1.001,244.062,
746-lowr-p4-l2.jpeg,4,0.648,0.162,0.796,252.428,
746-lowr-p4-l3.jpeg,3,0.683,0.228,0.838,252.632,
746-pler-p1-l1.jpeg,1,0.822,0.822,3.538,254.928,
746-pler-p1-l2.jpeg,1,0.413,0.413,1.777,254.923,
746-pler-p1-l3.jpeg,1,0.737,0.737,3.175,254.789,
746-pler-p2-l1.jpeg,1,0.836,0.836,2.263,254.82,
746-pler-p2-l2.jpeg,1,0.94,0.94,2.543,254.961,
746-pler-p2-l3.jpeg,2,0.707,0.354,1.913,254.951,
746-pler-p3-l1.jpeg,1,1.082,1.082,4.312,254.839,
746-pler-p3-l2.jpeg,1,0.968,0.968,3.859,254.462,
746-pler-p3-l3.jpeg,1,0.723,0.723,2.881,253.881,
746-pler-p4-l1.jpeg,1,0.626,0.626,5.553,254.233,
746-pler-p4-l2.jpeg,1,0.52,0.52,4.616,254.763,
746-pler-p4-l3.jpeg,2,0.475,0.237,4.211,254.924,
746-pler-p5-l1.jpeg,1,0.464,0.464,2.217,254.99,
746-pler-p5-l2.jpeg,1,0.773,0.773,3.694,254.746,
746-pler-p5-l3.jpeg,1,0.813,0.813,3.884,254.916,
748-chgl-p1-l1,1,0.914,0.914,3.758,254.98,
748-chgl-p1-l2,1,0.869,0.869,3.575,254.685,
748-chgl-p1-l3,1,0.938,0.938,3.856,254.985,
748-chgl-p2-l1,1,1.158,1.158,3.393,254.988,
748-chgl-p2-l2,1,1.064,1.064,3.117,254.927,
748-chgl-p2-l3,1,0.595,0.595,1.743,254.608,
748-chgl-p3-l1,1,1.534,1.534,6.831,254.753,
748-chgl-p3-l2,1,1.649,1.649,7.344,254.917,
748-chgl-p3-l3,1,1.68,1.68,7.485,254.913,
748-chgl-p4-l1,1,1.648,1.648,7.015,254.545,
748-chgl-p4-l2,1,0.457,0.457,1.946,254.89,
748-chgl-p4-l3,1,0.407,0.407,1.734,254.764,
748-chgl-p5-l1,1,1.146,1.146,7.732,254.932,
748-chgl-p5-l2,1,0.989,0.989,6.674,254.968,
748-chgl-p5-l3,1,0.872,0.872,5.883,254.518,
748-chgl-p6-l1,1,1.03,1.03,4.016,254.964,
748-chgl-p6-l2,2,0.714,0.357,2.785,254.524,
748-chgl-p6-l3,1,0.464,0.464,1.811,253.307,
748-chgl-p7-l1,1,1.506,1.506,5.445,254.512,
748-chgl-p7-l2,1,1.262,1.262,4.563,254.906,
748-chgl-p7-l3,1,1.106,1.106,3.996,254.893,
748-chgl-p8-l1,1,0.702,0.702,2.921,254.635,
748-chgl-p8-l2,1,0.47,0.47,1.957,254.3,
748-chgl-p8-l3,1,0.855,0.855,3.559,254.637,
749-lowr-p1-l1,1,0.963,0.963,2.89,255,
749-lowr-p1-l2,1,0.491,0.491,1.474,255,
749-lowr-p1-l3,2,1.742,0.871,5.223,255,
749-lowr-p2-l1,2,2.134,1.067,7.43,255,
749-lowr-p2-l2,2,1.599,0.799,5.567,255,
749-lowr-p2-l3,1,1.942,1.942,6.761,255,
749-lowr-p3-l1,1,1.299,1.299,5.106,255,
749-lowr-p3-l2,2,1.226,0.613,4.821,255,
749-lowr-p3-l3,1,1.233,1.233,4.849,255,
749-lowr-p4-l1,1,1.314,1.314,5.903,255,
749-lowr-p4-l2,3,1.494,0.498,6.714,255,
749-lowr-p4-l3,3,1.493,0.498,6.709,255,
749-lowr-p5-l1,1,1.485,1.485,4.773,255,
749-lowr-p5-l2,3,1.868,0.623,6.004,255,
749-lowr-p5-l3,3,1.846,0.615,5.933,255,
749-mica-p1-l1,1,0.296,0.296,3.388,245.131,
749-mica-p1-l2,1,0.16,0.16,1.829,240.67,
749-mica-p1-l3,1,0.238,0.238,2.722,248.368,
749-mica-p2-l1,1,0.528,0.528,2.584,244.601,
749-mica-p2-l2,1,0.483,0.483,2.364,251.662,
749-mica-p2-l3,1,0.509,0.509,2.49,251.309,
749-mica-p3-l1,1,0.349,0.349,1.468,254.673,
749-mica-p3-l2,1,0.311,0.311,1.307,252.811,
749-mica-p3-l3,1,0.377,0.377,1.582,253.046,
749-mica-p4-l1,1,0.336,0.336,2.715,253.696,
749-mica-p4-l2,1,0.277,0.277,2.232,254.967,
749-mica-p4-l3,1,0.418,0.418,3.378,254.661,
749-mica-p5-l1,1,0.466,0.466,2.676,254.99,
749-mica-p5-l2,1,0.467,0.467,2.681,250.299,
749-mica-p5-l3,1,0.435,0.435,2.5,242.997,
749-chgl-p1-l1,1,3.369,3.369,3.783,252.416,
749-chgl-p1-l2,1,2.833,2.833,3.181,254.853,
749-chgl-p1-l3,1,3.214,3.214,3.609,251.058,
749-chgl-p2-l1,4,1.62,0.405,2.222,254.491,
749-chgl-p2-l2,1,0.877,0.877,1.202,252.863,
749-chgl-p2-l3,4,1.949,0.487,2.673,254.592,
749-chgl-p3-l1,1,1.331,1.331,1.738,254.712,
749-chgl-p3-l2,1,1.489,1.489,1.945,254.626,
749-chgl-p3-l3,1,1.344,1.344,1.755,254.347,
749-chgl-p4-l1,1,1.389,1.389,1.902,254.52,
749-chgl-p4-l2,1,1.363,1.363,1.867,254.138,
749-chgl-p4-l3,1,1.371,1.371,1.878,253.504,
749-chgl-p5-l1,1,1.336,1.336,4.579,248.535,
749-chgl-p5-l2,1,1.33,1.33,4.559,253.962,
749-chgl-p5-l3,1,1.536,1.536,5.266,252.737,
740-lowr-p1-l1,4,0.964,0.241,1.188,251.6,
740-lowr-p1-l2,3,1.226,0.409,1.51,253.418,
740-lowr-p1-l3,3,1.16,0.387,1.428,254.153,
740-lowr-p2-l1,3,1.378,0.459,3.558,255,
740-lowr-p2-l2,3,1.248,0.416,3.224,255,
740-lowr-p2-l3,4,1.004,0.251,2.594,255,
740-lowr-p3-l1,3,1.224,0.408,0.955,255,
740-lowr-p3-l2,5,1.157,0.231,0.903,255,
740-lowr-p3-l3,3,0.824,0.275,0.644,255,
740-lowr-p4-l1,4,0.87,0.217,1.056,255,
740-lowr-p4-l2,4,1.064,0.266,1.291,255,
740-lowr-p4-l3,4,1.522,0.381,1.848,255,
740-lowr-p5-l1,2,0.81,0.405,2.647,255,
740-lowr-p5-l2,3,1.075,0.358,3.515,255,
740-lowr-p5-l3,4,0.591,0.148,1.93,255,
754-amme-p1-l1,1,0.569,0.569,1.785,255,
754-amme-p1-l2,1,0.653,0.653,2.049,255,
754-amme-p1-l3,1,0.52,0.52,1.632,255,
754-amme-p2-l1,1,0.608,0.608,3.309,253.28,
754-amme-p2-l2,1,0.433,0.433,2.357,250.804,
754-amme-p2-l3,1,0.327,0.327,1.777,252.58,
comp-ceme-p1-l1,2,2.332,1.166,4.213,254.968,
comp-ceme-p1-l2,2,3.012,1.506,5.439,254.742,
comp-ceme-p1-l3,3,2.8,0.933,5.057,254.834,
comp-ceme-p2-l1,3,10.351,3.45,7.057,254.993,
comp-ceme-p2-l2,3,7.651,2.55,5.216,254.987,
comp-ceme-p2-l3,4,5.068,1.267,3.455,254.991,
comp-ceme-p3-l1,2,5.689,2.845,7.15,254.993,
comp-ceme-p3-l2,3,5.958,1.986,7.488,254.991,
comp-ceme-p3-l3,1,3.535,3.535,4.443,254.959,
comp-ceme-p4-l1,2,3.409,1.704,4.344,254.988,
comp-ceme-p4-l2,2,3.546,1.773,4.519,254.996,
comp-ceme-p4-l3,2,3.692,1.846,4.705,254.98,
comp-ceme-p5-l1,2,4.396,2.198,5.878,254.604,
comp-ceme-p5-l2,3,4.43,1.477,5.924,254.97,
comp-ceme-p5-l3,2,3.745,1.872,5.007,254.993,
comp-erci-p1-l1,7,1.724,0.246,1.623,255,
comp-erci-p1-l2,7,1.391,0.199,1.31,255,
comp-erci-p1-l3,5,1.508,0.302,1.419,255,
comp-erci-p2-l1,7,1.188,0.17,1.26,255,
comp-erci-p2-l2,7,1.505,0.215,1.597,255,
comp-erci-p2-l3,7,1.544,0.221,1.638,255,
comp-erci-p3-l1,10,4.252,0.425,2.768,255,
comp-erci-p3-l2,8,4.04,0.505,2.63,255,
comp-erci-p3-l3,7,3.794,0.542,2.47,255,
comp-erci-p4-l1,7,2.315,0.331,1.88,255,
comp-erci-p4-l2,6,2.599,0.433,2.111,255,
comp-erci-p4-l3,8,2.914,0.364,2.366,255,
comp-erci-p5-l1,6,1.878,0.313,2.286,255,
comp-erci-p5-l2,6,2.098,0.35,2.555,255,
comp-erci-p5-l3,7,2.19,0.313,2.667,255,
comp-naat-p1-l1,1,0.23,0.23,1.215,255,
comp-naat-p1-l2,1,0.192,0.192,1.012,255,
comp-naat-p1-l3,1,0.2,0.2,1.053,255,
comp-naat-p2-l1,1,0.245,0.245,0.957,255,
comp-naat-p2-l2,1,0.267,0.267,1.041,255,
comp-naat-p2-l3,1,0.302,0.302,1.178,255,
comp-naat-p3-l1,1,0.179,0.179,0.974,255,
comp-naat-p3-l2,1,0.219,0.219,1.193,255,
comp-naat-p3-l3,1,0.262,0.262,1.427,255,
comp-naat-p4-l1,1,0.38,0.38,1.217,255,
comp-naat-p4-l2,1,0.518,0.518,1.657,255,
comp-naat-p4-l3,1,0.391,0.391,1.251,255,
comp-naat-p5-l1,1,0.742,0.742,2.688,255,
comp-naat-p5-l2,1,0.315,0.315,1.141,255,
comp-naat-p5-l3,1,0.381,0.381,1.379,255,
741-naat-p1-l1,1,0.405,0.405,2.078,255,
741-naat-p1-l2,1,0.538,0.538,2.76,255,
741-naat-p1-l3,1,0.463,0.463,2.375,255,
741-naat-p2-l1,1,0.312,0.312,2.017,255,
741-naat-p2-l2,1,0.559,0.559,3.618,255,
741-naat-p2-l3,1,0.538,0.538,3.485,255,
741-naat-p3-l1,1,0.466,0.466,1.948,255,
741-naat-p3-l2,1,0.42,0.42,1.757,255,
741-naat-p3-l3,1,0.241,0.241,1.008,255,
741-naat-p4-l1,1,0.422,0.422,1.364,255,
741-naat-p4-l2,1,0.464,0.464,1.502,255,
741-naat-p4-l3,1,0.419,0.419,1.354,255,
741-naat-p5-l1,1,0.336,0.336,1.595,255,
741-naat-p5-l2,1,0.491,0.491,2.332,255,
741-naat-p5-l3,1,0.581,0.581,2.757,255,
741-lopu-p1-l1,3,1.428,0.476,4.357,255,
741-lopu-p1-l2,3,0.969,0.323,2.956,255,
741-lopu-p1-l3,3,1.522,0.507,4.644,255,
741-lopu-p2-l1,3,0.334,0.111,1.605,255,
741-lopu-p2-l2,3,0.376,0.125,1.805,255,
741-lopu-p2-l3,2,0.973,0.486,4.673,255,
740-naat-p1-l1,1,0.412,0.412,1.9,255,
740-naat-p1-l2,1,0.441,0.441,2.033,255,
740-naat-p1-l3,1,0.39,0.39,1.797,255,
740-naat-p2-l1,1,0.462,0.462,0.961,255,
740-naat-p2-l2,1,0.434,0.434,0.903,255,
740-naat-p2-l3,1,0.814,0.814,1.694,255,
740-naat-p3-l1,1,0.643,0.643,2.526,255,
740-naat-p3-l2,1,0.713,0.713,2.802,255,
740-naat-p3-l3,1,0.622,0.622,2.445,255,
740-naat-p4-l1,1,0.37,0.37,1.185,255,
740-naat-p4-l2,1,0.223,0.223,0.715,255,
740-naat-p4-l3,1,0.266,0.266,0.852,255,
740-naat-p5-l1,1,0.597,0.597,2.803,255,
740-naat-p5-l2,1,0.43,0.43,2.019,255,
740-naat-p5-l3,1,0.389,0.389,1.825,255,
749-lopu-p1-l1,3,2.533,0.844,3.257,255,
749-lopu-p1-l2,3,2.097,0.699,2.697,255,
749-lopu-p1-l3,3,2.004,0.668,2.578,255,
749-lopu-p2-l1,3,1.668,0.556,2.791,255,
749-lopu-p2-l2,3,1.425,0.475,2.385,255,
749-lopu-p2-l3,3,1.475,0.492,2.468,255,
749-lopu-p3-l1,3,1.528,0.509,2.633,255,
749-lopu-p3-l2,3,1.417,0.472,2.441,255,
749-lopu-p3-l3,3,1.254,0.418,2.16,255,
749-lopu-p4-l1,3,2.836,0.945,5.674,255,
749-lopu-p4-l2,3,2.779,0.926,5.559,255,
749-lopu-p4-l3,3,2.515,0.838,5.03,255,
749-lopu-p5-l1,4,1.665,0.416,4.353,255,
749-lopu-p5-l2,3,1.3,0.433,3.4,255,
749-lopu-p5-l3,3,1.282,0.427,3.353,255,
749-erci-p1-l1,8,0.823,0.103,0.679,255,
749-erci-p1-l2,9,0.902,0.1,0.744,255,
749-erci-p1-l3,1,0.955,0.955,0.788,255,
749-erci-p2-l1,1,1.623,1.623,3.724,255,
749-erci-p2-l2,1,2.43,2.43,5.574,255,
749-erci-p2-l3,1,1.473,1.473,3.379,255,
749-erci-p3-l1,1,1.222,1.222,3.58,255,
749-erci-p3-l2,1,2.073,2.073,6.071,255,
749-erci-p3-l3,1,2.094,2.094,6.132,255,
749-erci-p4-l1,1,1.352,1.352,2.931,255,
749-erci-p4-l2,1,2.061,2.061,4.468,255,
749-erci-p4-l3,1,0.879,0.879,1.906,255,
749-erci-p5-l1,1,1.748,1.748,7.245,255,
749-erci-p5-l2,1,1.429,1.429,5.921,255,
749-erci-p5-l3,1,1.278,1.278,5.295,255,
749-naat-p1-l1,1,0.387,0.387,2.052,255,
749-naat-p1-l2,1,0.342,0.342,1.812,255,
749-naat-p1-l3,1,0.415,0.415,2.198,255,
749-naat-p2-l1,1,0.494,0.494,4.166,255,
749-naat-p2-l2,1,0.218,0.218,1.278,255,
749-naat-p2-l3,1,0.213,0.213,1.248,255,
749-naat-p3-l1,1,0.359,0.359,1.249,255,
749-naat-p3-l2,1,0.386,0.386,1.34,255,
749-naat-p3-l3,1,0.354,0.354,1.231,255,
749-naat-p4-l1,1,0.142,0.142,0.616,255,
749-naat-p4-l2,1,0.174,0.174,0.757,255,
749-naat-p4-l3,1,0.146,0.146,0.635,255,
749-naat-p5-l1,1,0.232,0.232,0.661,255,
749-naat-p5-l2,1,0.218,0.218,0.623,255,
749-naat-p5-l3,1,0.253,0.253,0.722,255,
754-lopu-p1-l1,3,1.383,0.461,1.912,255,
754-lopu-p1-l2,3,1.541,0.514,2.131,255,
754-lopu-p1-l3,3,0.915,0.305,1.266,255,
754-lopu-p2-l1,4,0.808,0.202,1.775,255,
754-lopu-p2-l2,3,0.777,0.259,1.707,255,
754-lopu-p2-l3,2,0.847,0.423,1.86,255,
754-lopu-p3-l1,3,1.148,0.383,2.045,255,
754-lopu-p3-l2,3,0.944,0.315,1.683,255,
754-lopu-p3-l3,3,0.886,0.295,1.579,255,
comp-heco-p1-l1,2,13.333,6.666,9.345,254.494,
comp-heco-p1-l2,1,15.999,15.999,11.214,254.549,
comp-heco-p1-l3,2,17.253,8.626,12.093,254.92,
comp-heco-p2-l1,2,14.657,7.328,11.325,254.936,
comp-heco-p2-l2,3,16.352,5.451,12.635,254.408,
comp-heco-p2-l3,1,22.546,22.546,17.422,254.833,
comp-heco-p3-l1,2,13.383,6.692,6.899,253.179,
comp-heco-p3-l2,4,16.894,4.224,8.709,251.664,
comp-heco-p3-l3,3,28.84,9.613,14.868,254.952,
743-heco-p4-l1,1,1.505,1.505,1.883,239.487,
743-heco-p4-l2,1,3.327,3.327,4.163,252.379,
743-heco-p4-l3,1,1.138,1.138,1.423,241.322,
743-heco-p5-l1,1,4.294,4.294,7.409,252.307,
743-heco-p5-l2,1,1.672,1.672,2.884,244.606,
743-heco-p5-l3,2,3.231,1.616,5.575,250.38,
743-naat-p1-l1,1,0.101,0.101,0.374,255,
743-naat-p1-l2,1,0.069,0.069,0.254,255,
743-naat-p1-l3,1,0.208,0.208,0.773,255,
743-naat-p2-l1,1,0.164,0.164,0.564,255,
743-naat-p2-l2,1,0.078,0.078,0.268,255,
743-naat-p2-l3,1,0.131,0.131,0.451,255,
743-naat-p3-l1,1,0.105,0.105,1.181,255,
743-naat-p3-l2,1,0.106,0.106,1.199,255,
743-naat-p3-l3,1,0.094,0.094,1.062,255,
743-naat-p4-l1,1,0.139,0.139,0.743,255,
743-naat-p4-l2,1,0.149,0.149,0.796,255,
743-naat-p4-l3,1,0.172,0.172,0.923,255,
743-naat-p5-l1,1,0.124,0.124,1.125,255,
743-naat-p5-l2,1,0.143,0.143,1.293,255,
743-naat-p5-l3,1,0.163,0.163,1.474,255,
743-heco-p2-l1,1,2.054,2.054,2.625,251.836,
743-heco-p2-l2,1,2.125,2.125,2.716,251.501,
743-heco-p2-l3,1,1.29,1.29,1.648,246.442,
743-heco-p3-l1,2,4.984,2.492,6.37,249.4,
743-heco-p3-l2,1,2.792,2.792,3.569,247.501,
743-heco-p3-l3,2,1.153,0.576,1.473,223.208,
745-naat-p1-l1,1,0.199,0.199,0.916,255,
745-naat-p1-l2,1,0.095,0.095,0.436,255,
745-naat-p1-l3,1,0.132,0.132,0.607,255,
745-naat-p2-l1,1,0.152,0.152,0.699,255,
745-naat-p2-l2,1,0.091,0.091,0.418,255,
745-naat-p2-l3,1,0.171,0.171,0.784,255,
745-naat-p3-l1,1,0.128,0.128,0.586,255,
745-naat-p3-l2,1,0.16,0.16,0.736,255,
745-naat-p3-l3,1,0.099,0.099,0.454,255,
745-naat-p4-l1,1,0.113,0.113,0.519,255,
745-naat-p4-l2,1,0.109,0.109,0.503,255,
745-naat-p4-l3,1,0.118,0.118,0.542,255,
745-naat-p5-l1,1,0.147,0.147,0.675,255,
745-naat-p5-l2,1,0.141,0.141,0.646,255,
745-naat-p5-l3,1,0.18,0.18,0.828,255,
745-lopu-p1-l1,3,0.46,0.153,2.359,254.866,
745-lopu-p1-l2,3,0.503,0.168,2.58,254.97,
745-lopu-p1-l3,3,0.637,0.212,3.265,254.825,
745-heco-p1-l1,1,4.057,4.057,3.381,252.811,
745-heco-p1-l2,1,2.514,2.514,2.095,247.523,
745-heco-p1-l3,1,2.078,2.078,1.732,251.336,
745-heco-p2-l1,1,3.353,3.353,2.794,254.729,
745-heco-p2-l2,1,3.508,3.508,2.924,254.132,
745-heco-p2-l3,1,1.39,1.39,1.159,243.619,
745-heco-p3-l1,1,2.849,2.849,2.374,252.802,
745-heco-p3-l2,1,2.541,2.541,2.118,253.174,
745-heco-p3-l3,1,1.432,1.432,1.193,249.883,
745-heco-p4-l1,1,1.626,1.626,1.355,241.086,
745-heco-p4-l2,1,1.484,1.484,1.237,252.958,
745-heco-p4-l3,2,2.77,1.385,2.308,252.869,
745-heco-p5-l1,1,1.699,1.699,1.416,252.453,
745-heco-p5-l2,1,1.424,1.424,1.187,228.503,
745-heco-p5-l3,2,2.471,1.235,2.059,249.177,
749-heco-p1-l1,1,3.464,3.464,3.617,253.889,
749-heco-p1-l2,1,2.784,2.784,2.907,245.045,
749-heco-p1-l3,2,2.928,1.464,3.057,249.905,
749-heco-p2-l1,1,1.886,1.886,1.968,254.108,
749-heco-p2-l2,2,1.067,0.534,1.114,249.073,
749-heco-p2-l3,2,4.31,2.155,4.5,254.857,
749-heco-p3-l1,2,1.649,0.824,1.721,252.833,
749-heco-p3-l2,1,2.045,2.045,2.134,252.023,
749-heco-p3-l3,1,1.648,1.648,1.72,252.94,
cage_l-ceme-p1-l1,1,2.068,2.068,2.554,254.706,
cage_l-ceme-p1-l2,1,1.332,1.332,1.645,254.945,
cage_l-ceme-p1-l3,1,1.243,1.243,1.535,254.239,
cage_l-ceme-p2-l1,2,2.002,1.001,2.473,254.497,
cage_l-ceme-p2-l2,1,1.253,1.253,1.548,254.858,
cage_l-ceme-p2-l3,1,1.619,1.619,1.999,253.43,
cage_l-ceme-p3-l1,2,4.641,2.321,5.733,254.941,
cage_l-ceme-p3-l2,3,6.925,2.308,8.553,254.773,
cage_l-ceme-p3-l3,2,3.574,1.787,4.415,254.98,
749-ceme-p1-l1,1,1.97,1.97,2.142,254.961,
749-ceme-p1-l2,1,1.599,1.599,1.739,254.649,
749-ceme-p1-l3,1,1.091,1.091,1.186,254.849,
